 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	-0.234378	-0.234378	1	null	null	null	-1.24	0.105	6.42e-32	-0.236746	43.7	44	2344	3.44	1.48069	4.27091	281.623	60.4129	52.1319	3437.57	null	null	null	null	1	1	null	1	342	335	68	56	1	null	null	3.51e-54	31.9	52.1	3440	null	64.9	65	2344	6.72	1.05919	1.35515	31.0101	69.7756	8.6527	198	null	null	null	null	1	1	null	1	101	100	68	56	3	3	null	4.25e-30	10.1	8.65	198	null	-11.8
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	8.47e-06	0.0844915	0.0844915	null	null	null	null	0	1000	1	0.0774565	44.2	44	2009	3.52	1.48069	0.564675	-0.553247	60.4129	20.483	-20.0685	null	null	null	null	1	null	null	null	59.9	59	68	57	2	2	null	0.330647	4.04	20.5	-20.1	null	65.2	65	2009	6.43	1.05919	0.956605	1.90859	69.7756	2.05534	4.10075	null	null	null	null	1	null	null	null	71.7	71	68	57	null	null	null	0.0507248	7.16	2.06	4.1	null	0
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.867777	0.867777	1	null	null	null	-0.163	0.0506	0.00126	0.86781	44.2	44	1989	3.55	1.48069	21.0893	1178.57	60.4129	262.881	14691	null	null	null	null	1	1	null	1	1240	1185	68	59	1	null	null	3.81e-52	162	263	14700	null	65.2	65	1989	6.44	1.05919	22.0652	1614.29	69.7756	137.961	10093.3	null	null	null	null	1	1	null	1	1680	1667	68	59	1	null	null	7.82e-59	169	138	10100	null	-3.22
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.686885	0.686885	1	null	null	null	0.0328	0.0492	0.505	0.687334	44.3	44	2017	3.52	1.48069	4.56768	249.837	60.4129	55.5665	3039.31	null	null	null	null	1	1	null	1	310	305.5	68	60	null	null	null	2.24e-52	35.4	55.6	3040	null	64.9	65	2017	6.62	1.05919	7.19328	511.641	69.7756	46.0845	3277.89	null	null	null	null	1	1	null	1	581	578.5	68	60	null	null	null	6.45e-59	55.7	46.1	3280	null	0.667
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.249537	0.249537	1	null	null	null	-0.175	0.0511	0.000606	0.249902	44.3	44	2024	3.55	1.48069	1.4237	46.8974	60.4129	16.8813	556.079	null	null	null	null	1	1	null	1	107	105	68	58	null	null	null	1.29e-39	10.8	16.9	556	null	65	65	2024	6.77	1.05919	2.14076	56.5347	69.7756	14.0711	371.599	null	null	null	null	1	1	null	1	126	124.5	68	58	2	null	null	8.31e-34	16.3	14.1	372	null	-3.43
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.0472281	0.0472281	1	null	null	null	-0.00414	0.0501	0.934	0.043358	44.2	44	2014	3.54	1.48069	0.832628	21.5871	60.4129	9.78737	253.752	null	null	null	null	1	1	null	1	82	83	68	57	1	null	null	8.45e-35	6.14	9.79	254	null	65.1	65	2014	6.66	1.05919	1.50739	37.9086	69.7756	9.99443	251.344	null	null	null	null	1	1	null	1	108	108	68	57	1	2	null	1.77e-32	11.3	9.99	251	null	-0.0827
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.0202345	0.0202345	1	null	null	null	0.0517	0.0493	0.295	0.0194034	44.2	44	1992	3.47	1.48069	1.90807	124.18	60.4129	23.0938	1502.99	null	null	null	null	1	1	null	1	185	183	68	59	1	null	null	1.15e-56	14.6	23.1	1500	null	65.3	65	1992	6.79	1.05919	3.56896	262.885	69.7756	22.9819	1692.82	null	null	null	null	1	1	null	1	333	334	68	59	null	null	null	4.08e-59	27.4	23	1690	null	1.05
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.110992	0.110992	1	null	null	null	-0.0164	0.0496	0.741	0.109886	44.1	44	1941	3.18	1.48069	1.17725	31.5871	60.4129	13.8407	371.365	null	null	null	null	1	1	null	1	92	94	68	60	null	null	null	9.2e-36	9.01	13.8	371	null	65.2	65	1941	6.77	1.05919	2.06768	53.941	69.7756	13.7069	357.581	null	null	null	null	1	1	null	1	124	123.5	68	60	1	null	null	3e-34	16	13.7	358	null	-0.331
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	1.51e-06	0.254721	0.254721	null	null	null	null	-0.239	0.342	0.485	0.255429	44.3	44	2008	3.39	1.48069	0.710044	0.887104	60.4129	13.6512	17.0553	null	null	null	null	1	null	null	null	61.3	60.5	68	60	null	null	null	0.215875	5.32	13.7	17.1	null	65	65	2008	6.85	1.05919	0.860299	2.42438	69.7756	3.48746	9.8279	null	null	null	null	1	1	null	null	72.2	73	68	60	null	null	null	0.00648375	6.59	3.49	9.83	null	-0.699
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0307583	0.0307583	1	null	null	null	-0.025	0.0494	0.612	0.0291124	44.1	44	1960	3.19	1.48069	1.24002	48.2312	60.4129	14.8491	577.56	null	null	null	null	1	1	null	1	109	108	68	59	1	null	null	1.65e-44	9.42	14.8	578	null	64.9	65	1960	6.79	1.05919	2.56711	83.7668	69.7756	16.7079	545.191	null	null	null	null	1	1	null	1	154	149	68	59	1	null	null	3.82e-39	19.7	16.7	545	null	-0.507
