 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.0210248	0.0210248	1	null	null	null	-1.09	0.0954	2.37e-30	0.00997442	45.5	45	2341	3.61	2.71523	4.67322	323.181	64.5571	39.8294	2754.44	null	null	null	null	1	1	null	1	388	387	67	61	1	null	null	2.27e-59	36.4	39.8	2750	null	63.9	64	2341	6.77	2.18	1.29591	34.0669	70.3593	8.46351	222.489	null	null	null	null	1	1	null	1	104	104	67	61	1	null	null	1.91e-36	9.91	8.46	222	null	-11.4
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	1.92e-05	0.235882	0.235882	null	null	null	null	-0.871	0.374	0.0197	0.173135	46.1	46	1991	3.63	2.71523	0.9086	6.14461	64.5571	7.6198	51.5306	null	null	null	null	1	1	null	null	70.7	71	67	57	1	null	null	2.85e-09	6.39	7.62	51.5	null	64	64	1991	6.85	2.18	0.922453	1.0442	70.3593	6.12262	6.93069	null	null	null	null	1	null	null	null	71.4	71	67	57	3	1	null	0.261727	6.67	6.12	6.93	null	-2.33
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.886653	0.886653	1	null	null	null	-0.494	0.0611	6.3e-16	0.886671	46.4	46	2009	3.58	2.71523	74.0786	4790.91	64.5571	633.364	40961.7	null	null	null	null	1	1	null	1	4860	4704	67	60	3	null	null	1.75e-56	574	633	41000	null	64.3	64	2009	6.89	2.18	27.2747	2018.76	70.3593	177.568	13142.8	null	null	null	null	1	1	null	1	2090	2055.5	67	60	null	null	null	6.62e-60	211	178	13100	null	-8.08
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.486789	0.486789	1	null	null	null	0.566	0.0644	1.56e-18	0.488459	46.5	46	2002	3.61	2.71523	2.13712	110.026	64.5571	17.8715	920.088	null	null	null	null	1	1	null	1	175	172.5	67	60	1	null	null	1.55e-52	16.4	17.9	920	null	64.2	64	2002	6.8	2.18	6.94528	508.991	70.3593	46.2297	3387.98	null	null	null	null	1	1	null	1	579	573	67	60	1	null	null	8.85e-60	53.8	46.2	3390	null	8.79
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.256454	0.256454	1	null	null	null	0.0043	0.0496	0.931	0.237825	46.6	47	1987	3.63	2.71523	1.28866	43.8911	64.5571	11.0728	377.132	null	null	null	null	1	1	null	1	108	108	67	58	1	1	null	3.31e-43	9.48	11.1	377	null	64.2	64	1987	6.74	2.18	1.82227	58.7959	70.3593	11.8048	380.886	null	null	null	null	1	1	null	1	129	130	67	58	null	null	null	2.15e-39	13.7	11.8	381	null	0.0868
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.121415	0.121415	1	null	null	null	-0.0627	0.051	0.219	0.0795194	46.3	46	1980	3.64	2.71523	0.963566	23.9005	64.5571	8.25391	204.732	null	null	null	null	1	1	null	1	88.5	88	67	59	null	1	null	1.93e-37	6.95	8.25	205	null	64.2	64	1980	6.7	2.18	1.47871	27.2678	70.3593	9.60882	177.189	null	null	null	null	1	1	null	1	97.6	98	67	59	null	null	null	7.85e-27	11.2	9.61	177	null	-1.23
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.0120348	0.0120348	1	null	null	null	0.0336	0.0492	0.494	0.00143411	45.9	46	1969	3.61	2.71523	2.31595	170.427	64.5571	19.3114	1421.09	null	null	null	null	1	1	null	1	235	233	67	62	null	null	null	3.12e-63	18	19.3	1420	null	64.1	64	1969	6.53	2.18	2.77887	230.028	70.3593	18.5501	1535.54	null	null	null	null	1	1	null	1	300	300	67	62	1	null	null	2.7e-65	21.8	18.6	1540	null	0.683
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.264076	0.264076	1	null	null	null	-0.191	0.0514	0.000201	0.250264	45.5	45	1994	3.64	2.71523	1.58611	64.0595	64.5571	13.6951	553.116	null	null	null	null	1	1	null	1	129	128	67	60	1	null	null	1.84e-47	12	13.7	553	null	63.9	64	1994	6.79	2.18	2.00275	55.274	70.3593	12.911	356.331	null	null	null	null	1	1	null	1	126	124	67	60	1	null	null	3.27e-36	15.4	12.9	356	null	-3.72
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	1.33e-05	-0.0160049	-0.0160049	null	null	null	null	-0.671	0.268	0.0123	-0.144128	45.6	46	1959	3.6	2.71523	0.7692	5.15714	64.5571	6.45068	43.2489	null	null	null	null	1	1	null	null	69.7	69	67	56	1	5	null	2.66e-09	5.19	6.45	43.2	null	63.6	64	1959	6.38	2.18	0.829444	1.39069	70.3593	5.50536	9.23058	null	null	null	null	1	null	null	null	71.8	73	67	56	1	null	null	0.0982274	5.88	5.51	9.23	null	-2.5
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.335374	0.335374	1	null	null	null	-0.18	0.051	0.000406	0.324129	45.7	46	1964	3.54	2.71523	1.70734	103.597	64.5571	14.6633	889.729	null	null	null	null	1	1	null	1	168	169	67	52	4	null	null	4.36e-52	12.1	14.7	890	null	63.7	64	1964	6.42	2.18	1.96789	90.6407	70.3593	12.7542	587.456	null	null	null	null	1	1	null	1	161	162	67	52	2	1	null	2.25e-44	14.1	12.8	587	null	-3.54
