 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.245541	0.245541	1	null	null	null	-1.68	0.138	1.98e-34	0.247559	43.5	43	2372	3.6	1.71899	4.49561	325.536	52.4278	56.4289	4086.13	null	null	null	null	1	1	null	1	378	373	63	56	1	null	null	1.9e-56	33.6	56.4	4090	null	68.3	68	2372	7.14	2.77999	1.32231	14.8659	72.9734	7.53149	84.6719	null	null	null	null	1	1	null	1	87.8	86.5	63	56	2	null	null	9.98e-17	9.54	7.53	84.7	null	-12.2
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-2.05e-06	0.0860954	0.0860954	null	null	null	null	-0.222	0.222	0.318	-0.0123771	44.3	44	2021	3.67	1.71899	0.523902	1.1239	52.4278	9.80239	21.0286	null	null	null	null	1	null	null	null	53.6	53.5	63	58	1	null	null	0.034973	3.63	9.8	21	null	68.4	68	2021	7.29	2.77999	0.836469	3.30247	72.9734	3.19616	12.6188	null	null	null	null	1	1	null	null	76.3	77	63	58	1	null	null	0.000167788	5.79	3.2	12.6	null	-0.999
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.96475	0.96475	1	null	null	null	-0.0642	0.0494	0.193	0.964775	44.8	45	1980	3.62	1.71899	26.7875	1308.43	52.4278	362.789	17720.3	null	null	1	null	1	1	null	1	1360	1310	63	62	1	null	null	1.28e-50	211	363	17700	null	68.7	69	1980	7.07	2.77999	48.3571	2895.67	72.9734	255.27	15285.8	null	null	null	null	1	1	null	1	2970	2891.5	63	62	null	null	null	6.63e-56	381	255	15300	null	-1.3
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.763716	0.763716	1	null	null	null	-0.526	0.0626	3.96e-17	0.76445	44.9	45	1975	3.77	1.71899	8.62131	404.395	52.4278	107.824	5057.65	null	null	null	null	1	1	null	1	457	436.5	63	62	1	null	null	1.3e-49	67.9	108	5060	null	68.9	69	1975	7.11	2.77999	5.98007	263.333	72.9734	34.1841	1505.3	null	null	null	null	1	1	null	1	336	328	63	62	null	null	null	3.58e-48	47	34.2	1510	null	-8.41
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.207864	0.207864	1	null	null	null	0.498	0.0614	4.85e-16	0.204058	44.7	45	1994	3.67	1.71899	1.10322	25.9406	52.4278	13.8789	326.343	null	null	null	null	1	1	null	1	78.4	77	63	57	1	null	null	4.01e-32	8.17	13.9	326	null	68.6	68	1994	7.06	2.77999	4.57515	180.921	72.9734	25.9999	1028.15	null	null	null	null	1	1	null	1	254	253	63	57	null	null	null	5.92e-43	34.4	26	1030	null	8.12
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.10798	-0.10798	1	null	null	null	0.052	0.0514	0.312	-0.146353	44.6	45	1957	3.67	1.71899	0.879601	12.5222	52.4278	11.1331	158.493	null	null	null	null	1	1	null	1	65	66	63	60	null	null	null	7e-22	6.6	11.1	158	null	68.2	68	1957	6.7	2.77999	1.58156	31.6266	72.9734	8.93336	178.642	null	null	null	null	1	1	null	1	105	105	63	60	null	null	null	1.73e-29	11.9	8.93	179	null	1.01
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.23883	0.23883	1	null	null	null	-0.0596	0.0494	0.227	0.234965	44.7	45	2002	3.61	1.71899	1.90787	129.216	52.4278	24.3212	1647.22	null	null	null	null	1	1	null	1	182	181	63	59	null	null	null	5.01e-58	14.6	24.3	1650	null	68.3	68	2002	6.93	2.77999	3.30209	256.044	72.9734	18.5189	1435.95	null	null	null	null	1	1	null	1	329	334	63	59	1	1	null	2.49e-61	25.2	18.5	1440	null	-1.21
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.288179	0.288179	1	null	null	null	0.677	0.0701	4.68e-22	0.288581	44.7	45	2017	3.57	1.71899	1.06866	34.3388	52.4278	13.1203	421.591	null	null	null	null	1	1	null	1	86.8	86	63	60	2	null	null	3.21e-41	8.11	13.1	422	null	68.2	68	2017	6.93	2.77999	6.60075	344.36	72.9734	38.4369	2005.25	null	null	null	null	1	1	null	1	417	419	63	60	null	null	null	2.8e-51	51.1	38.4	2010	null	9.65
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	1.15e-05	0.0567929	0.0567929	null	null	null	null	-2	1000	1	-0.0566153	44.6	45	2003	3.5	1.71899	0.450558	0.690823	52.4278	15.1255	23.1913	null	null	null	null	1	null	null	null	53.1	53	63	59	1	1	null	0.128702	3.03	15.1	23.2	null	68.2	68	2003	7	2.77999	0.912846	-0.0411933	72.9734	1.94402	-0.0877263	null	null	null	null	1	null	null	null	72.9	73	63	59	1	null	null	0.964123	6.48	1.94	-0.0877	null	0
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.270161	0.270161	1	null	null	null	-0.0108	0.0493	0.826	0.265505	44.6	45	1982	3.49	1.71899	1.35371	51.502	52.4278	16.8231	640.037	null	null	null	null	1	1	null	1	104	101	63	57	2	null	null	3.48e-43	10.1	16.8	640	null	68.1	68	1982	7.07	2.77999	3.24635	108.518	72.9734	18.6756	624.282	null	null	null	null	1	1	null	1	181	180	63	57	null	null	null	2.76e-39	24.4	18.7	624	null	-0.22
