 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.221309	0.221309	1	null	null	null	-1.18	0.101	2.95e-31	0.0473403	43	43	2322	3.13	5.67453	2.58251	157.565	68.8984	21.4133	1306.47	null	null	null	null	1	1	null	1	226	226	66	54	4	null	null	1.19e-56	18.3	21.4	1310	null	63.2	63	2322	6.45	10.8752	1.858	23.6037	75.9148	6.81927	86.6305	null	null	null	1	1	1	null	null	99.5	100.5	66	54	2	null	null	8.45e-24	9.47	6.82	86.6	null	-11.6
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	4.94e-06	0.562403	0.562403	null	null	null	null	0.496	0.48	0.301	0.0224493	43.1	43	1993	3.14	5.67453	0.986416	0.811322	68.8984	9.25388	7.61127	null	null	null	null	1	null	null	null	69.7	69	66	62	null	null	null	0.412351	5.48	9.25	7.61	null	63.2	63	1993	6.45	10.8752	1.66889	7.35936	75.9148	5.41373	23.8731	null	null	null	null	1	1	null	null	83.3	82	66	62	null	null	null	2.29e-05	7.85	5.41	23.9	null	1.04
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.842297	0.842297	1	null	null	null	0.00832	0.0491	0.866	0.842139	43.2	43	1997	3.37	5.67453	17.1956	1000.32	68.8984	141.951	8257.75	null	null	null	null	1	1	null	1	1070	1074	66	59	1	null	null	2.91e-53	132	142	8260	null	63.4	63	1997	6.57	10.8752	39.9361	2283.32	75.9148	147.223	8417.4	null	null	null	null	1	1	null	1	2360	2310	66	59	1	null	null	8.61e-53	307	147	8420	null	0.169
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.591875	0.591875	1	null	null	null	0.265	0.0532	6.47e-07	0.565093	43.4	43	2017	3.4	5.67453	1.91537	35.5461	68.8984	15.8553	294.248	null	null	null	null	1	1	null	1	104	104	66	54	4	null	null	1.44e-28	13.1	15.9	294	null	63.3	63	2017	6.49	10.8752	6.02827	147.178	75.9148	22.1618	541.07	null	null	null	null	1	1	null	1	223	218.5	66	54	3	null	null	2.26e-32	43.2	22.2	541	null	4.98
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.565113	0.565113	1	null	null	null	0.195	0.0528	0.000225	0.454898	43.5	43	2009	3.38	5.67453	1.6373	18.3775	68.8984	13.2789	149.047	null	null	null	null	1	1	null	1	87.3	86.5	66	58	null	null	null	3.18e-18	11.3	13.3	149	null	63.3	63	2009	6.45	10.8752	2.64257	62.2059	75.9148	9.91573	233.415	null	null	null	null	1	1	null	1	138	136.5	66	58	2	null	null	4.8e-41	17.4	9.92	233	null	3.69
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.457127	0.457127	1	null	null	null	-0.0333	0.0517	0.519	0.121778	43.4	43	2009	3.33	5.67453	1.15644	19.9661	68.8984	9.32523	161.001	null	null	null	null	1	1	null	1	88.9	89	66	59	1	null	null	3.14e-33	7.08	9.33	161	null	63.5	63	2009	6.38	10.8752	2.05211	39.5089	75.9148	7.74459	149.105	null	null	null	null	1	1	null	1	115	115	66	59	1	null	null	3.28e-38	11.9	7.74	149	null	-0.645
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.316736	0.316736	1	null	null	null	0.0377	0.0492	0.444	0.270381	43.1	43	1946	3.14	5.67453	2.23056	181.752	68.8984	18.38	1497.66	null	null	null	null	1	1	null	1	251	249	66	63	null	null	null	3.08e-75	16.8	18.4	1500	null	63.4	63	1946	6.47	10.8752	6.1781	442.292	75.9148	22.8169	1633.47	null	null	null	null	1	1	null	1	518	516	66	63	null	null	null	7.83e-66	47.9	22.8	1630	null	0.766
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.440477	0.440477	1	null	null	null	0.115	0.0503	0.0225	0.317649	43	43	1954	3.13	5.67453	1.35756	37.3122	68.8984	11.2519	309.255	null	null	null	null	1	1	null	1	106	105	66	57	null	null	null	1.76e-46	8.79	11.3	309	null	63.2	63	1954	6.46	10.8752	3.5662	109.717	75.9148	13.094	402.847	null	null	null	null	1	1	null	1	186	187	66	57	1	null	null	5.73e-44	25	13.1	403	null	2.28
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-2.12e-05	0.466608	0.466608	null	null	null	null	0.396	0.583	0.497	-0.147507	42.9	43	1942	3.19	5.67453	0.958747	0.651644	68.8984	9.24087	6.28086	null	null	null	null	1	null	null	null	69.6	69.5	66	60	2	1	null	0.497972	5.09	9.24	6.28	null	62.8	63	1942	6.44	10.8752	1.78051	4.95183	75.9148	5.62171	15.6347	null	null	null	null	1	1	null	null	80.9	81	66	60	null	null	null	0.00626894	9.09	5.62	15.6	null	0.68
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.070639	0.070639	1	null	null	null	-0.0825	0.0497	0.0968	-0.0885675	43	43	1991	3.17	5.67453	1.92407	73.8393	68.8984	15.956	612.34	null	null	null	null	1	1	null	1	143	143	66	61	null	null	null	2.25e-52	14	16	612	null	63	63	1991	6.64	10.8752	3.2445	137.987	75.9148	11.9063	506.367	null	null	null	null	1	1	null	1	214	214	66	61	2	null	null	1.53e-58	23.1	11.9	506	null	-1.66
