 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	-0.193711	-0.193711	1	null	null	null	-1.55	0.127	6.7e-34	-0.198633	45.9	46	2269	3.22	1.41623	4.40359	321.492	60.5883	56.7931	4146.29	null	null	null	null	1	1	null	1	382	379	62	62	null	null	null	3.1e-61	34.6	56.8	4150	null	null	null	63.5	63	2269	6.47	1.42307	1.19051	13.333	66.9573	10.5436	118.082	null	null	null	null	1	1	null	1	80.3	79	62	62	1	null	null	1.03e-16	9.27	10.5	118	null	null	null	-12.1
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	5.59e-07	-0.056905	-0.056905	null	null	null	null	0.103	0.198	0.604	-0.0826807	46.2	46	2004	3.53	1.41623	0.680812	1.77382	60.5883	9.69883	25.2698	null	null	null	null	1	null	null	null	62.4	62	62	58	null	1	null	0.0113442	5	9.7	25.3	null	null	null	63.6	63	2004	6.43	1.42307	0.89274	3.99095	66.9573	7.15775	31.9984	null	null	null	null	1	1	null	1	70.9	70.5	62	58	2	null	null	3.4e-05	6.66	7.16	32	null	null	null	0.519
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.80271	0.80271	1	null	null	null	-0.226	0.0518	1.34e-05	0.802775	46.4	46	1981	3.55	1.41623	17.1899	985.51	60.5883	231.875	13293.6	null	null	null	null	1	1	null	1	1050	1016	62	61	null	null	null	4.09e-54	134	232	13300	null	null	null	63.6	64	1981	6.38	1.42307	12.9134	933.813	66.9573	109.347	7907.21	null	null	null	null	1	1	null	1	1000	1001	62	61	1	null	null	4.35e-60	101	109	7910	null	null	null	-4.35
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.543975	0.543975	1	null	null	null	-0.189	0.051	0.000215	0.544122	46.5	46	1999	3.57	1.41623	5.72977	313.347	60.5883	73.5838	4024.12	null	null	null	null	1	1	null	1	374	362.5	62	62	null	null	null	1.28e-53	45.1	73.6	4020	null	null	null	64	64	1999	6.76	1.42307	5.70711	292.881	66.9573	50.7593	2604.9	null	null	null	null	1	1	null	1	360	355	62	62	null	null	null	5.75e-52	44.9	50.8	2600	null	null	null	-3.7
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.138936	0.138936	1	null	null	null	0.454	0.0596	2.51e-14	0.135665	46.4	46	2009	3.53	1.41623	0.951776	21.0784	60.5883	12.6659	280.504	null	null	null	null	1	1	null	1	81.7	82	62	63	null	null	null	2.01e-32	7.42	12.7	281	null	null	null	64	64	2009	6.76	1.42307	2.19349	92.9792	66.9573	18.8269	798.048	null	null	null	null	1	1	null	1	160	159	62	63	null	1	null	6.02e-48	17.4	18.8	798	null	null	null	7.62
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.206789	0.206789	1	null	null	null	-0.0191	0.0507	0.707	0.200319	46.4	46	1997	3.54	1.41623	0.843193	15.2451	60.5883	11.2756	203.864	null	null	null	null	1	1	null	1	75.8	76	62	60	null	null	null	5.69e-27	6.38	11.3	204	null	null	null	64	64	1997	6.77	1.42307	1.11882	22.8427	66.9573	9.55637	195.11	null	null	null	null	1	1	null	1	89.8	90	62	60	1	null	null	2.95e-29	8.55	9.56	195	null	null	null	-0.376
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	-0.0101861	-0.0101861	1	null	null	null	0.0724	0.0494	0.143	-0.0121653	46.5	46	1979	3.54	1.41623	1.90596	122.031	60.5883	24.8129	1588.67	null	null	null	null	1	1	null	1	183	183	62	63	null	null	null	3.93e-59	15.1	24.8	1590	null	null	null	63.6	64	1979	6.42	1.42307	3.53896	213.932	66.9573	31.0496	1876.96	null	null	null	null	1	1	null	1	281	277	62	63	null	null	null	4.77e-57	28.1	31	1880	null	null	null	1.46
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.150019	0.150019	1	null	null	null	0.0579	0.0498	0.245	0.146656	46.5	46	1974	3.53	1.41623	1.20881	24.2951	60.5883	16.167	324.931	null	null	null	null	1	1	null	1	84.9	85	62	60	null	null	null	9.18e-29	9.26	16.2	325	null	null	null	63.8	64	1974	6.45	1.42307	1.87959	43.476	66.9573	16.0522	371.297	null	null	null	null	1	1	null	1	110	113.5	62	60	null	1	null	1.29e-31	14.5	16.1	371	null	null	null	1.16
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	9.48e-06	0.197069	0.197069	null	null	null	null	-0.205	0.181	0.257	0.184024	46.5	46	2015	3.59	1.41623	0.643416	2.09508	60.5883	9.13905	29.7584	null	null	null	null	1	1	null	null	62.7	62.5	62	60	1	null	null	0.00175265	4.79	9.14	29.8	null	null	null	64	64	2015	6.72	1.42307	0.803481	2.30934	66.9573	6.46116	18.5705	null	null	null	null	1	1	null	null	69.3	69	62	60	1	1	null	0.00546225	6.06	6.46	18.6	null	null	null	-1.13
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.372815	0.372815	1	null	null	null	-0.052	0.0495	0.293	0.372611	46.5	46	2005	3.6	1.41623	1.41247	47.4279	60.5883	18.3635	616.611	null	null	null	null	1	1	null	1	108	107	62	62	null	null	null	6.33e-42	11	18.4	617	null	null	null	64.2	64	2005	6.69	1.42307	1.7441	62.2685	66.9573	15.3228	547.06	null	null	null	null	1	1	null	1	129	128	62	62	null	1	null	3.32e-43	13.7	15.3	547	null	null	null	-1.05
