 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	-0.23254	-0.23254	1	null	null	null	-1.22	0.104	1.06e-31	-0.23438	45.4	45	2339	3.61	0.974353	4.00212	322.219	60.6284	52.4632	4223.92	null	null	null	null	1	1	null	1	383	378	62	59	1	null	null	2.61e-61	30.7	52.5	4220	null	null	null	63.2	63	2339	6.42	1.34965	1.5981	38.8371	65.9764	10.58	257.117	null	null	null	null	1	1	null	1	105	105	62	59	null	null	null	1.54e-32	12.2	10.6	257	null	null	null	-11.7
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	4.31e-06	0.0181541	0.0181541	1	null	null	null	0.0434	0.0525	0.408	0.016501	45.8	46	1998	3.55	0.974353	0.938391	9.40666	60.6284	12.8052	128.363	null	null	null	1	1	1	null	1	70	70	62	57	null	null	null	2.85e-14	7.02	12.8	128	null	null	null	63.2	63	1998	6.49	1.34965	1.32634	22.3043	65.9764	8.43531	141.852	null	null	null	1	1	1	null	1	88.3	87	62	57	null	1	null	5.95e-24	9.93	8.44	142	null	null	null	0.827
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.772085	0.772085	1	null	null	null	-0.426	0.0582	2.57e-13	0.77219	45.7	46	1964	3.59	0.974353	18.8453	980.872	60.6284	248.917	12955.8	null	null	null	null	1	1	null	1	1040	1008	62	60	null	null	null	5.15e-51	146	249	13000	null	null	null	63.3	63	1964	6.44	1.34965	10.6446	739.39	65.9764	69.9406	4858.16	null	null	null	null	1	1	null	1	805	792	62	60	null	null	null	2.61e-58	82.4	69.9	4860	null	null	null	-7.32
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.730788	0.730788	1	null	null	null	0.268	0.0529	4.13e-07	0.730932	45.6	46	1958	3.55	0.974353	6.3051	431.336	60.6284	83.2315	5693.92	null	null	null	null	1	1	null	1	492	485	62	56	6	null	null	6.15e-55	47.2	83.2	5690	null	null	null	63.3	63	1958	6.52	1.34965	23.5708	1604.63	65.9764	154.962	10549.4	null	null	null	null	1	1	null	1	1670	1667.5	62	56	null	null	null	8.55e-55	176	155	10500	null	null	null	5.06
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.17887	0.17887	1	null	null	null	0.731	0.0732	1.64e-23	0.180652	45.7	46	1972	3.6	0.974353	0.771284	18.847	60.6284	9.96203	243.431	null	null	null	null	1	1	null	1	79.5	79	62	61	null	null	null	6.75e-34	5.95	9.96	243	null	null	null	63.3	63	1972	6.54	1.34965	4.55667	195.024	65.9764	30.617	1310.4	null	null	null	null	1	1	null	1	261	258	62	61	null	null	null	9.2e-47	35.6	30.6	1310	null	null	null	9.99
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.104427	0.104427	1	null	null	null	0.0661	0.051	0.195	0.104373	45.7	46	1972	3.63	0.974353	0.775905	13.2807	60.6284	10.3311	176.831	null	null	null	null	1	1	null	1	73.9	74	62	55	3	1	null	4.32e-24	5.68	10.3	177	null	null	null	63.1	63	1972	6.68	1.34965	1.50831	31.5872	65.9764	9.83111	205.884	null	null	null	null	1	1	null	1	97.6	98	62	55	null	null	null	5.36e-28	11.1	9.83	206	null	null	null	1.29
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.171205	0.171205	1	null	null	null	0.0494	0.0493	0.316	0.171371	45.5	45	1966	3.65	0.974353	2.10871	125.855	60.6284	27.3447	1632.03	null	null	null	null	1	1	null	1	186	185	62	60	null	null	null	9.86e-55	16.3	27.3	1630	null	null	null	63	63	1966	6.52	1.34965	4.25129	273.24	65.9764	28.452	1828.68	null	null	null	null	1	1	null	1	339	338.5	62	60	null	null	null	1.84e-56	32.9	28.5	1830	null	null	null	1
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.0909935	0.0909935	1	null	null	null	-0.0544	0.0503	0.279	0.0906895	45.2	45	1960	3.61	0.974353	0.888905	20.2382	60.6284	11.6359	264.922	null	1	null	null	1	1	null	1	80.9	79.5	62	60	1	null	null	1.3e-31	6.82	11.6	265	null	null	null	62.8	63	1960	6.34	1.34965	1.57297	35.2569	65.9764	10.4285	233.748	null	null	null	null	1	1	null	1	101	102	62	60	null	null	null	5.69e-31	12.1	10.4	234	null	null	null	-1.08
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-9.92e-06	0.077429	0.077429	null	null	null	null	0	1000	1	0.0763262	45.2	45	1957	3.66	0.974353	0.498789	-0.0249765	60.6284	16.1542	-0.808911	null	null	null	null	1	null	null	null	60.6	60.5	62	58	1	null	null	0.960218	3.68	16.2	-0.809	null	null	null	63.1	63	1957	6.29	1.34965	1.0982	2.73045	65.9764	2.94279	7.31669	null	null	null	null	1	null	null	null	68.7	69	62	58	null	null	null	0.0157163	8.26	2.94	7.32	null	null	null	0
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0764857	0.0764857	1	null	null	null	-0.182	0.0511	0.000371	0.0761586	45.3	45	1976	3.64	0.974353	1.21998	47.8478	60.6284	15.735	617.129	null	null	null	null	1	1	null	1	108	109	62	63	null	null	null	4.02e-46	9.63	15.7	617	null	null	null	63	63	1976	6.37	1.34965	1.94481	60.3093	65.9764	13.0862	405.806	null	null	null	null	1	1	null	1	126	124	62	63	null	null	null	7.45e-40	15.4	13.1	406	null	null	null	-3.56
