 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	-0.0946445	-0.0946445	1	null	null	null	-1.29	0.109	2.21e-32	-0.101531	40.9	41	2317	3.01	1.44258	3.89477	280.935	58.2538	44.1672	3185.84	null	null	null	null	1	1	null	1	339	338	68	53	3	null	null	5.74e-54	28.3	44.2	3190	null	null	null	65.3	65	2317	6.47	1.30803	0.82033	15.4825	67.7439	8.56422	161.637	null	null	null	null	1	1	null	1	83.2	84	68	53	5	1	null	5.88e-26	5.86	8.56	162	null	null	null	-11.8
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-5.62e-07	-0.0253697	-0.0253697	null	null	null	null	-0.104	0.125	0.405	-0.0539292	41	41	1971	3.03	1.44258	0.627134	4.14623	58.2538	7.57224	50.0631	null	null	null	null	1	1	null	1	62.4	62	68	55	1	null	null	9.38e-09	4.47	7.57	50.1	null	null	null	65.3	65	1971	6.59	1.30803	0.964811	4.01974	67.7439	9.4601	39.414	null	null	null	null	1	1	null	1	71.8	73	68	55	2	1	null	0.00010615	7.06	9.46	39.4	null	null	null	-0.834
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.723085	0.723085	1	null	null	null	-0.162	0.0505	0.00138	0.723142	41	41	1959	3.04	1.44258	17.4421	943.492	58.2538	192.119	10392.3	null	null	null	null	1	1	null	1	1000	974	68	59	1	null	null	2.43e-51	134	192	10400	null	null	null	65.4	65	1959	6.57	1.30803	8.48517	666.358	67.7439	91.2024	7162.31	null	null	null	null	1	1	null	1	734	734	68	59	2	null	null	1.25e-60	65.2	91.2	7160	null	null	null	-3.2
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.242487	0.242487	1	null	null	null	-0.401	0.0573	2.48e-12	0.241399	41	41	1948	3.04	1.44258	3.34898	250.282	58.2538	37.6143	2811.06	null	null	null	null	1	1	null	1	309	303.5	68	56	2	null	null	3.11e-57	25	37.6	2810	null	null	null	65.4	65	1948	6.52	1.30803	2.37553	105.863	67.7439	25.0401	1115.89	null	null	null	null	1	1	null	1	174	171	68	56	null	null	null	3.9e-45	17.7	25	1120	null	null	null	-7
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.11114	0.11114	1	null	null	null	0.0546	0.0499	0.274	0.104581	41	41	1952	3.02	1.44258	1.10033	25.2708	58.2538	12.8752	295.701	null	null	null	null	1	1	null	1	83.5	82	68	61	1	null	null	2.38e-32	8.48	12.9	296	null	null	null	65.4	65	1952	6.48	1.30803	1.69492	33.1413	67.7439	17.1488	335.316	null	null	null	null	1	1	null	1	101	99	68	61	null	null	null	5.63e-28	13.2	17.1	335	null	null	null	1.09
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.0982944	-0.0982944	1	null	null	null	-0.014	0.05	0.779	-0.113553	41.1	41	1952	3.03	1.44258	0.908379	22.7624	58.2538	10.6717	267.413	null	null	null	null	1	1	null	1	81	80	68	62	1	null	null	2.45e-35	7.02	10.7	267	null	null	null	65.3	65	1952	6.53	1.30803	1.38172	25.6916	67.7439	13.9243	258.907	null	null	null	null	1	1	null	1	93.4	92	68	62	null	null	null	3.45e-27	10.8	13.9	259	null	null	null	-0.281
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.126689	0.126689	1	null	null	null	0.0432	0.0493	0.381	0.125301	41.2	41	1958	3.03	1.44258	2.16503	148.103	58.2538	24.3369	1664.81	null	null	null	null	1	1	null	1	206	208	68	56	1	1	null	1.89e-55	16.1	24.3	1660	null	null	null	65.4	65	1958	6.57	1.30803	3.76553	174.595	67.7439	39.6591	1838.86	null	null	null	null	1	1	null	1	242	247	68	56	1	null	null	6.85e-46	28.2	39.7	1840	null	null	null	0.877
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	-0.163164	-0.163164	1	null	null	null	0.0619	0.0499	0.215	-0.180054	41.2	41	1965	3	1.44258	0.844771	25.2375	58.2538	9.88247	295.238	null	null	null	null	1	1	null	1	83.5	84	68	57	1	null	null	3.92e-38	6.24	9.88	295	null	null	null	65.2	65	1965	6.52	1.30803	1.52997	33.6421	67.7439	15.4836	340.466	null	null	null	null	1	1	null	1	101	101	68	57	2	1	null	1.37e-29	11.5	15.5	340	null	null	null	1.24
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-2.75e-06	-0.0831037	-0.0831037	null	null	null	null	-0.131	0.114	0.251	-0.115987	41.3	41	1992	3.23	1.44258	0.665234	4.59869	58.2538	8.02097	55.4481	null	null	null	null	1	1	null	1	62.9	62	68	61	null	null	null	1.92e-09	5.01	8.02	55.4	null	null	null	65.2	65	1992	6.44	1.30803	0.86881	4.17413	67.7439	8.53079	40.9856	null	null	null	null	1	1	null	1	71.9	71	68	61	null	null	null	9.71e-06	6.67	8.53	41	null	null	null	-1.15
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.242677	0.242677	1	null	null	null	-0.0918	0.0498	0.0654	0.239414	41.1	41	1932	3.03	1.44258	1.41448	51.9757	58.2538	16.0566	590.006	null	null	null	null	1	1	null	1	110	109	68	61	null	null	null	9.88e-44	11	16.1	590	null	null	null	65	65	1932	6.21	1.30803	1.83658	45.7971	67.7439	19.1545	477.638	null	null	null	null	1	1	null	1	114	113	68	61	null	null	null	1.16e-33	14.3	19.2	478	null	null	null	-1.84
