 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.10221	0.10221	1	null	null	null	-0.832	0.0789	5.49e-26	0.101784	47.8	48	2306	3.74	1.43575	4.44583	308.015	61.9326	36.5168	2529.95	null	null	null	null	1	1	null	1	370	365	67	57	null	null	null	4.26e-56	33.5	36.5	2530	null	null	null	63.5	63	2306	6.64	1.39572	1.3721	44.1167	67.55	11.5806	372.345	null	null	null	null	1	1	null	1	112	111	67	57	null	1	null	1.47e-38	10.3	11.6	372	null	null	null	-10.5
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	2.31e-05	-0.003779	-0.003779	null	null	null	null	-0.209	0.121	0.0835	-0.0150146	48.1	48	2001	3.9	1.43575	0.867618	5.25705	61.9326	7.85652	47.6041	null	null	null	null	1	1	null	1	67.2	67.5	67	58	1	null	null	8.9e-08	6.47	7.86	47.6	null	null	null	63.5	63	2001	6.57	1.39572	0.855572	3.84656	67.55	6.54996	29.4479	null	null	null	null	1	1	null	1	71.4	72	67	58	2	null	null	3.11e-05	6.39	6.55	29.4	null	null	null	-1.73
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.878324	0.878324	1	null	null	null	0.0634	0.0494	0.199	0.878353	48.2	48	1937	3.73	1.43575	26.3808	1606.63	61.9326	203.905	12418.1	null	null	null	null	1	1	null	1	1670	1605	67	57	null	null	null	7.14e-53	199	204	12400	null	null	null	63.7	64	1937	6.57	1.39572	24.7656	1602.05	67.55	222.123	14368.8	null	null	null	null	1	1	null	1	1670	1657	67	57	2	null	null	2.55e-54	187	222	14400	null	null	null	1.28
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.571355	0.571355	1	null	null	null	0.211	0.0515	4.25e-05	0.57171	48.2	48	1947	3.75	1.43575	4.60979	293.608	61.9326	36.2206	2306.97	null	null	null	null	1	1	null	1	356	349	67	61	null	null	null	6.3e-57	36	36.2	2310	null	null	null	63.7	63	1947	6.53	1.39572	6.15659	424.86	67.55	54.3188	3748.48	null	null	null	null	1	1	null	1	492	496	67	61	1	null	null	6.2e-59	48.1	54.3	3750	null	null	null	4.09
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.287337	0.287337	1	null	null	null	-0.308	0.0542	1.36e-08	0.287521	48.4	48	1969	3.75	1.43575	1.97361	90.9122	61.9326	16.8099	774.332	null	null	null	null	1	1	null	1	153	150	67	58	null	null	null	2.52e-47	15	16.8	774	null	null	null	63.8	64	1969	6.56	1.39572	1.96625	46.8121	67.55	16.0036	381.01	null	null	null	null	1	1	null	1	114	110	67	58	1	null	null	1.4e-31	14.9	16	381	null	null	null	-5.68
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.0115912	0.0115912	1	null	null	null	0.107	0.0506	0.0349	0.00529739	48.4	48	1962	3.73	1.43575	0.653122	25.9498	61.9326	5.86284	232.942	null	null	null	null	1	1	null	1	87.9	88	67	51	5	4	null	1.15e-43	4.49	5.86	233	null	null	null	63.8	63	1962	6.55	1.39572	1.85593	38.5677	67.55	14.3328	297.847	null	null	null	null	1	1	null	1	106	105	67	51	null	null	null	1.66e-26	13.2	14.3	298	null	null	null	2.11
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.234373	0.234373	1	null	null	null	0.0613	0.0494	0.214	0.234292	48.3	48	1961	3.73	1.43575	3.10081	233.901	61.9326	24.862	1875.39	null	null	null	null	1	1	null	1	296	299	67	60	null	null	null	1.13e-60	24	24.9	1880	null	null	null	63.7	64	1961	6.58	1.39572	3.36048	249.8	67.55	29.0553	2159.81	null	null	null	null	1	1	null	1	317	320.5	67	60	null	null	null	3.05e-60	26	29.1	2160	null	null	null	1.24
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.290697	0.290697	1	null	null	null	-0.349	0.0555	3.24e-10	0.290897	48.3	48	1977	3.72	1.43575	2.23759	119.6	61.9326	18.6405	996.337	null	null	null	null	1	1	null	1	182	180	67	62	null	null	null	2.02e-53	17.6	18.6	996	null	null	null	63.9	64	1977	6.78	1.39572	1.93798	53.6113	67.55	16.1271	446.132	null	null	null	null	1	1	null	1	121	122	67	62	null	null	null	1.43e-36	15.2	16.1	446	null	null	null	-6.29
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	7.58e-06	0.215226	0.215226	null	null	null	null	0.0593	0.111	0.594	0.213674	48.2	48	1977	3.7	1.43575	0.677381	3.38943	61.9326	6.13812	30.7135	null	null	null	null	1	1	null	null	65.3	65	67	59	1	null	null	4.39e-06	5.03	6.14	30.7	null	null	null	63.9	64	1977	6.72	1.39572	0.962342	4.60255	67.55	7.36225	35.2111	null	null	null	null	1	1	null	1	72.2	72	67	59	null	null	null	1.11e-05	7.27	7.36	35.2	null	null	null	0.533
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.108183	0.108183	1	null	null	null	0.0103	0.0493	0.835	0.106924	48.2	48	1971	3.63	1.43575	1.42997	70.0007	61.9326	12.0248	588.646	null	null	null	null	1	1	null	1	132	131	67	60	null	null	null	1.49e-50	11	12	589	null	null	null	63.7	64	1971	6.57	1.39572	2.35304	73.1167	67.55	19.3982	602.765	null	null	null	null	1	1	null	1	141	142.5	67	60	null	null	null	1.57e-38	18.2	19.4	603	null	null	null	0.209
