 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.351474	0.351474	1	null	null	null	-1.28	0.108	3.11e-32	0.351385	48.5	48	2325	3.84	1.48323	4.13392	222.24	65.5429	57.9435	3115.06	null	null	null	null	1	1	null	1	288	279	65	60	null	null	null	5.66e-52	32	57.9	3120	null	64.7	64	2325	6.79	1.34132	1.49855	26.3819	68.8181	9.36222	164.821	null	null	null	null	1	1	null	1	95.2	93.5	65	60	null	null	null	1.77e-25	11.5	9.36	165	null	-11.8
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-6.05e-06	0.197527	0.197527	null	null	null	null	-0.229	0.163	0.161	0.184754	48.9	49	2006	3.94	1.48323	0.699681	2.37088	65.5429	10.5214	35.6521	null	null	null	null	1	1	null	null	67.9	69	65	58	null	null	null	0.00119386	5.14	10.5	35.7	null	64.7	64	2006	6.59	1.34132	1.07798	3.6129	68.8181	6.27753	21.0394	null	null	null	null	1	1	null	1	72.4	72.5	65	58	null	null	null	0.00139756	8.11	6.28	21	null	-1.4
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.907947	0.907947	1	null	null	null	-0.171	0.0507	0.000754	0.907969	48.8	49	2000	3.92	1.48323	21.7275	1056.15	65.5429	318.066	15460.9	null	null	1	null	1	1	null	1	1120	1087	65	59	1	null	null	1.05e-48	167	318	15500	null	64.9	65	2000	6.76	1.34132	28.4263	1744.15	68.8181	170.046	10433.4	null	null	null	null	1	1	null	1	1810	1759	65	59	1	null	null	1.86e-54	218	170	10400	null	-3.37
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.908155	0.908155	1	null	null	null	0.271	0.053	3.09e-07	0.908343	48.8	49	1982	3.79	1.48323	8.01762	435.441	65.5429	118.102	6414.16	null	null	null	null	1	1	null	1	501	485	65	61	1	null	null	9.2e-53	62.6	118	6410	null	65	65	1982	6.9	1.34132	31.2806	2014.61	68.8181	185.958	11976.5	null	null	null	null	1	1	null	1	2080	2030	65	61	1	null	null	4.31e-57	244	186	12000	null	5.12
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.40459	0.40459	1	null	null	null	0.387	0.0569	1.02e-11	0.406192	48.7	49	1990	3.79	1.48323	1.10453	22.8192	65.5429	15.6208	322.718	null	null	null	null	1	1	null	1	88.4	86.5	65	58	null	null	null	4.94e-29	8.29	15.6	323	null	65.1	65	1990	6.83	1.34132	3.15852	127.182	68.8181	19.5574	787.504	null	null	null	null	1	1	null	1	196	195	65	58	3	null	null	9.89e-44	24	19.6	788	null	6.8
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.00667138	-0.00667138	1	null	null	null	-0.0564	0.0507	0.266	-0.0197702	48.9	49	1979	3.9	1.48323	0.864565	16.5523	65.5429	11.6143	222.359	null	null	null	null	1	1	null	1	82.1	81	65	63	null	null	null	4.58e-29	6.71	11.6	222	null	64.7	64	1979	6.54	1.34132	1.49114	29.9596	68.8181	9.7202	195.296	null	null	null	null	1	1	null	1	98.8	100	65	63	null	null	null	3.13e-29	11.8	9.72	195	null	-1.11
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.392241	0.392241	1	null	null	null	-0.0444	0.0493	0.367	0.392149	48.8	49	1985	3.83	1.48323	2.31477	139.9	65.5429	34.3102	2073.63	null	null	null	null	1	1	null	1	205	204	65	61	1	null	null	5.57e-56	18	34.3	2070	null	64.4	64	1985	6.54	1.34132	4.28725	316.854	68.8181	25.3289	1871.96	null	null	null	null	1	1	null	1	386	381	65	61	null	null	null	9.02e-61	33.5	25.3	1870	null	-0.902
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.318316	0.318316	1	null	null	null	0.473	0.0602	4.29e-15	0.318565	48.8	49	1982	3.84	1.48323	1.38989	29.9656	65.5429	19.475	419.876	null	null	null	null	1	1	null	1	95.5	94	65	59	1	null	null	5.77e-30	10.6	19.5	420	null	64.4	64	1982	6.49	1.34132	4.13422	199.521	68.8181	25.8372	1246.93	null	null	null	null	1	1	null	1	268	268	65	59	1	null	null	1.24e-48	31.7	25.8	1250	null	7.85
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	8.55e-06	0.0520749	0.0520749	null	null	null	null	-0.558	0.215	0.00932	0.0341663	48.8	49	1984	3.92	1.48323	0.825923	3.22758	65.5429	12.4893	48.8064	null	null	null	null	1	1	null	null	68.8	68	65	61	null	1	null	0.00022132	6.29	12.5	48.8	null	64.3	64	1984	6.46	1.34132	1.01747	2.32941	68.8181	5.89213	13.4895	null	null	null	null	1	null	null	null	71.1	70	65	61	null	null	null	0.025401	7.84	5.89	13.5	null	-2.6
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.190686	0.190686	1	null	null	null	0.106	0.0498	0.0337	0.189254	48.6	49	1966	3.76	1.48323	1.5503	52.0536	65.5429	21.5973	725.161	null	null	null	null	1	1	null	1	118	118	65	57	1	null	null	1.61e-39	11.6	21.6	725	null	64.2	64	1966	6.51	1.34132	3.49182	147.199	68.8181	21.9492	925.282	null	null	null	null	1	1	null	1	216	217	65	57	2	null	null	2.97e-44	26.3	21.9	925	null	2.12
