 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.115067	0.115067	1	null	null	null	-1.52	0.125	8.73e-34	0.114755	46.4	46	2334	3.66	1.63978	3.64275	233.1	68.2229	82.2009	5260.05	null	null	null	null	1	1	null	1	301	294	66	62	1	null	null	6.75e-58	28.6	82.2	5260	null	null	null	64.2	64	2334	6.58	1.47161	1.93531	35.5813	70.2413	8.64677	158.974	null	null	null	null	1	1	null	1	106	104.5	66	62	null	null	null	8.34e-27	15.2	8.65	159	null	null	null	-12.1
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	1.43e-05	0.128339	0.128339	null	null	null	null	-0.241	0.213	0.258	0.125408	46.6	46	1979	3.61	1.63978	0.795771	1.69517	68.2229	17.0113	36.2379	null	null	null	null	1	null	null	null	69.9	69	66	61	null	null	null	0.0367615	6.01	17	36.2	null	null	null	64.6	64	1979	6.63	1.47161	0.946646	4.41447	70.2413	4.46467	20.82	null	null	null	null	1	1	null	1	74.7	75	66	61	1	null	null	1.61e-05	7.26	4.46	20.8	null	null	null	-1.13
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.831238	0.831238	1	null	null	null	0.0157	0.0491	0.749	0.831589	46.7	47	1956	3.7	1.63978	6.76313	338.082	68.2229	157.904	7893.47	null	null	null	null	1	1	null	1	406	402	66	59	1	null	null	1.89e-49	51.9	158	7890	null	null	null	64.4	64	1956	6.66	1.47161	27.4433	1895.37	70.2413	118.506	8184.65	null	null	null	null	1	1	null	1	1970	1906	66	59	3	null	null	2.12e-57	211	119	8180	null	null	null	0.32
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.521433	0.521433	1	null	null	null	0.443	0.059	5.35e-14	0.525486	46.9	47	1989	3.83	1.63978	1.56915	48.6076	68.2229	36.4695	1129.72	null	null	null	null	1	1	null	1	117	118	66	59	null	null	null	1.37e-38	12	36.5	1130	null	null	null	64.3	64	1989	6.9	1.47161	11.9833	723.064	70.2413	51.983	3136.62	null	null	null	null	1	1	null	1	793	781	66	59	1	null	null	4.66e-54	92	52	3140	null	null	null	7.52
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.0997692	0.0997692	1	null	null	null	0.187	0.0521	0.000336	0.0979976	46.8	47	1997	3.84	1.63978	0.879557	8.9438	68.2229	18.1875	184.94	null	null	null	null	1	1	null	1	77.2	76	66	54	3	null	null	1.39e-14	6.29	18.2	185	null	null	null	64.5	64	1997	6.91	1.47161	1.5847	58.3143	70.2413	7.72661	284.327	null	null	null	null	1	1	null	1	129	128	66	54	2	1	null	3.98e-40	11.6	7.73	284	null	null	null	3.59
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.00512621	0.00512621	1	null	null	null	0.139	0.0516	0.00721	0.000984261	46.9	47	1985	3.76	1.63978	0.828565	8.50294	68.2229	17.0159	174.621	null	null	null	null	1	1	null	1	76.7	75	66	62	1	null	null	1.67e-15	6.33	17	175	null	null	null	64.4	64	1985	6.52	1.47161	2.01928	48.9362	70.2413	9.91338	240.245	null	null	null	null	1	1	null	1	119	120	66	62	null	null	null	2.55e-33	15.8	9.91	240	null	null	null	2.69
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.216957	0.216957	1	null	null	null	0.0261	0.0492	0.596	0.218008	46.7	47	1987	3.62	1.63978	1.61993	70.1105	68.2229	37.4859	1622.39	null	null	null	null	1	1	null	1	138	137.5	66	60	1	null	null	2.01e-47	12.5	37.5	1620	null	null	null	64.3	64	1987	6.74	1.47161	5.69819	395.425	70.2413	24.8266	1722.84	null	null	null	null	1	1	null	1	466	468.5	66	60	null	1	null	2.36e-58	44.1	24.8	1720	null	null	null	0.53
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.0225384	0.0225384	1	null	null	null	0.086	0.0505	0.0884	0.0194263	46.6	47	1983	3.67	1.63978	0.976989	11.0105	68.2229	20.3295	229.11	null	null	null	null	1	1	null	1	79.2	78.5	66	60	null	null	null	7.27e-17	7.4	20.3	229	null	null	null	64	64	1983	6.85	1.47161	1.98029	57.6421	70.2413	9.59498	279.289	null	null	null	null	1	1	null	1	128	128	66	60	2	null	null	4.36e-37	15.3	9.59	279	null	null	null	1.7
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	3.22e-06	0.210353	0.210353	null	null	null	null	-0.427	0.273	0.118	0.211444	46.3	46	1979	3.71	1.63978	0.87459	1.489	68.2229	18.7521	31.9256	null	null	null	null	1	null	null	null	69.7	70	66	59	3	null	null	0.0934727	6.54	18.8	31.9	null	null	null	63.6	64	1979	6.51	1.47161	0.969195	2.5384	70.2413	4.55742	11.9362	null	null	null	null	1	null	null	null	72.8	73	66	59	1	null	null	0.0110617	7.31	4.56	11.9	null	null	null	-1.56
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0368511	0.0368511	1	null	null	null	-0.0711	0.0496	0.152	0.0355559	46.3	46	1989	3.7	1.63978	1.10946	26.2517	68.2229	25.2359	597.126	null	null	null	null	1	1	null	1	94.5	94	66	59	null	null	null	9.85e-33	8.38	25.2	597	null	null	null	63.8	64	1989	6.39	1.47161	3.24033	114.386	70.2413	14.3626	507.009	null	null	null	null	1	1	null	1	185	183	66	59	1	null	null	4.48e-41	24.9	14.4	507	null	null	null	-1.43
