 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.00860016	0.00860016	1	null	null	null	-1.21	0.103	1.17e-31	0.00729801	48.2	48	2357	3.78	0.989557	4.78582	312.06	62.2143	61.8072	4030.15	null	null	null	null	1	1	null	1	374	366	61	62	1	null	null	3.48e-58	37.7	61.8	4030	null	null	null	63.4	63	2357	6.48	1.43449	1.41542	28.0963	66.3553	12.4922	247.971	null	null	null	null	1	1	null	1	94.5	94	61	62	null	null	null	7.96e-29	11.1	12.5	248	null	null	null	-11.7
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-7.84e-06	0.359977	0.359977	null	null	null	null	-0.12	0.0598	0.0451	0.359338	48.3	48	1991	3.76	0.989557	0.760763	6.53169	62.2143	12.069	103.621	null	null	null	1	1	1	null	1	68.7	68	61	63	null	null	null	2.51e-12	5.95	12.1	104	null	null	null	63.5	63	1991	6.44	1.43449	1.38356	10.9463	66.3553	9.94062	78.6469	null	null	null	1	1	1	null	1	77.3	76	61	63	null	null	null	4.51e-11	10.9	9.94	78.6	null	null	null	-2
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.791005	0.791005	1	null	null	null	-0.14	0.0502	0.00518	0.791039	48.5	48	1965	3.75	0.989557	16.3511	1038.85	62.2143	219.288	13932.3	null	null	null	null	1	1	null	1	1100	1083.5	61	58	4	null	null	1.31e-54	125	219	13900	null	null	null	63.6	64	1965	6.46	1.43449	17.8348	1186.68	66.3553	151.578	10085.6	null	null	null	null	1	1	null	1	1250	1254	61	58	null	null	null	9.67e-56	136	152	10100	null	null	null	-2.8
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.53854	0.53854	1	null	null	null	-0.366	0.056	6.33e-11	0.538953	48.3	48	1973	3.76	0.989557	4.96008	322.286	62.2143	62.993	4093.03	null	null	null	null	1	1	null	1	385	378.5	61	56	1	null	null	9.63e-54	37.1	63	4090	null	null	null	63.4	63	1973	6.43	1.43449	3.40227	196.395	66.3553	30.5352	1762.63	null	null	null	null	1	1	null	1	263	260.5	61	56	3	null	null	4.01e-51	25.4	30.5	1760	null	null	null	-6.54
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.400058	0.400058	1	null	null	null	0.479	0.0606	2.67e-15	0.401012	48.4	48	1961	3.69	0.989557	0.98755	21.527	62.2143	13.4674	293.567	null	null	null	null	1	1	null	1	83.7	83	61	58	null	null	null	6.91e-30	7.46	13.5	294	null	null	null	63.4	63	1961	6.43	1.43449	3.03337	105.869	66.3553	25.3535	884.872	null	null	null	null	1	1	null	1	172	174	61	58	null	null	null	2.34e-40	23.1	25.4	885	null	null	null	7.91
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.0143277	-0.0143277	1	null	null	null	0.0609	0.0503	0.226	-0.0222926	48.4	48	1952	3.6	0.989557	0.750795	16.2857	62.2143	10.5355	228.527	null	null	null	null	1	1	null	1	78.5	77.5	61	58	null	1	null	3.49e-30	5.64	10.5	229	null	null	null	63.4	63	1952	6.54	1.43449	1.64215	32.3688	66.3553	13.3387	262.924	null	null	null	null	1	1	null	1	98.7	98	61	58	1	null	null	1.69e-27	12.4	13.3	263	null	null	null	1.21
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.113471	0.113471	1	null	null	null	0.0995	0.0497	0.0452	0.112619	48.2	48	1988	3.64	0.989557	2.03117	131.337	62.2143	26.4624	1711.08	null	null	null	null	1	1	null	1	194	191.5	61	58	2	null	null	2.35e-55	15.4	26.5	1710	null	null	null	63.5	63	1988	6.59	1.43449	3.78392	245.938	66.3553	33.1051	2151.68	null	null	null	null	1	1	null	1	312	309	61	58	null	null	null	2.35e-55	28.8	33.1	2150	null	null	null	2
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	-0.0041272	-0.0041272	1	null	null	null	-0.152	0.0511	0.00293	-0.00977558	48.3	48	1989	3.73	0.989557	0.984524	25.1477	62.2143	13.6636	349.01	null	null	null	null	1	1	null	1	87.4	86.5	61	58	null	null	null	1.45e-33	7.44	13.7	349	null	null	null	63.4	63	1989	6.63	1.43449	1.706	29.955	66.3553	14.0112	246.017	null	null	null	null	1	1	null	1	96.3	94.5	61	58	null	null	null	5.86e-25	12.9	14	246	null	null	null	-2.97
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-4.71e-06	-0.0570726	-0.0570726	null	null	null	null	-0.114	0.269	0.672	-0.0822786	48.5	48	1971	3.87	0.989557	0.57035	1.01899	62.2143	12.5138	22.3573	null	null	null	null	1	null	null	null	63.2	63	61	60	1	null	null	0.0786558	4.31	12.5	22.4	null	null	null	63.5	63	1971	6.65	1.43449	0.777282	3.31136	66.3553	4.038	17.2026	null	null	null	null	1	1	null	null	69.7	69	61	60	1	2	null	6.63e-05	5.85	4.04	17.2	null	null	null	-0.423
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0147811	0.0147811	1	null	null	null	-0.213	0.0517	3.76e-05	0.0120836	48.5	48	1964	3.88	0.989557	1.61565	52.4742	62.2143	21.8636	710.1	null	null	null	null	1	1	null	1	115	115	61	61	null	null	null	4.27e-40	12.6	21.9	710	null	null	null	63.3	63	1964	6.62	1.43449	2.05872	51.5955	66.3553	17.3404	434.584	null	null	null	null	1	1	null	1	118	114	61	61	null	null	null	8.4e-34	16	17.3	435	null	null	null	-4.12
