 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.0906858	0.0906858	1	null	null	null	-0.272	0.053	2.84e-07	0.0818581	50.1	50	1520	4.23	5.46467	2.88897	285.083	112.917	24.865	2453.67	null	null	null	null	1	1	null	1	398	399	63	54	1	2	null	1.47e-67	20.6	24.9	2450	null	55.7	56	1520	5.34	2.23748	3.69998	210.839	72.883	23.0024	1310.77	null	null	null	null	1	1	null	1	284	281	63	54	1	2	null	1.17e-49	27.1	23	1310	null	-5.13
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	3.4e-05	0.0052087	0.0052087	null	null	null	null	-0.274	0.0974	0.00488	-0.0987783	50.7	51	1535	4.32	5.46467	1.23523	9.82836	112.917	9.88154	78.6247	null	null	null	null	1	1	null	null	123	124	63	59	1	null	null	2.46e-12	7.88	9.88	78.6	null	56.1	56	1535	5.41	2.23748	1.1653	6.25258	72.883	7.79439	41.8218	null	null	null	null	1	1	null	1	79.1	79	63	59	null	null	null	1.14e-06	8.69	7.79	41.8	null	-2.82
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.805158	0.805158	1	null	null	null	-0.0395	0.0492	0.422	0.806264	50.8	51	1521	4.34	5.46467	11.6148	632.41	112.917	103.784	5650.9	null	null	null	null	1	1	null	1	745	765	63	61	null	null	null	4.66e-53	90.6	104	5650	null	56.2	56	1521	5.4	2.23748	30.3721	861.576	72.883	181.877	5159.36	null	null	1	null	1	1	null	1	934	964	63	61	null	null	null	1.82e-36	237	182	5160	null	-0.803
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.332491	0.332491	1	null	null	null	-0.444	0.059	5.56e-14	0.326697	50.6	51	1520	4.22	5.46467	3.65211	186.738	112.917	30.6017	1564.72	null	null	null	null	1	1	null	1	300	299	63	61	null	null	null	7.18e-54	28	30.6	1560	null	56.1	56	1520	5.21	2.23748	2.41284	88.2481	72.883	15.408	563.538	null	null	null	null	1	1	null	1	161	158	63	61	1	null	null	1.63e-43	18.7	15.4	564	null	-7.52
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.337178	0.337178	1	null	null	null	-0.167	0.0509	0.00101	0.329049	50.5	50	1511	4.13	5.46467	3.73074	72.7941	112.917	30.3903	592.975	null	null	null	null	1	1	null	1	186	177.5	63	52	9	null	null	2.78e-26	26.4	30.4	593	null	55.7	56	1511	5.05	2.23748	1.87319	61.4054	72.883	12.3044	403.355	null	null	null	null	1	1	null	1	134	132	63	52	3	null	null	4.9e-37	13.4	12.3	403	null	-3.29
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.26234	0.26234	1	null	null	null	-0.175	0.0522	0.00078	0.234855	50.9	51	1513	4.27	5.46467	1.43596	30.1471	112.917	11.6473	244.527	null	null	null	null	1	1	null	1	143	141	63	62	null	null	null	2.27e-37	9.92	11.6	245	null	56	56	1513	5.22	2.23748	1.40662	24.746	72.883	9.27934	163.247	null	null	null	null	1	1	null	1	97.6	98.5	63	62	1	null	null	1.24e-26	10.9	9.28	163	null	-3.36
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	-0.0698464	-0.0698464	1	null	null	null	-0.0627	0.0494	0.204	-0.084303	51.1	51	1502	4.18	5.46467	3.09647	190.794	112.917	26.7128	1645.95	null	null	null	null	1	1	null	1	304	304	63	52	3	null	null	2.25e-53	21.8	26.7	1650	null	56.2	56	1502	4.98	2.23748	3.27321	229.713	72.883	20.3022	1424.8	null	null	null	null	1	1	null	1	303	304	63	52	3	2	null	5.29e-53	23.5	20.3	1420	null	-1.27
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.364354	0.364354	1	null	null	null	-0.0697	0.0504	0.167	0.351146	51.5	51	1505	4.29	5.46467	1.53967	33.3707	112.917	12.4276	269.354	null	null	null	null	1	1	null	1	146	146	63	59	4	null	null	1.62e-36	10.6	12.4	269	null	56.3	56	1505	5.02	2.23748	1.39724	34.6085	72.883	9.26259	229.427	null	null	null	null	1	1	null	1	107	108	63	59	null	null	null	3.73e-34	10.5	9.26	229	null	-1.38
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	2.47e-05	0.0791671	0.0791671	null	null	null	null	-0.396	0.135	0.00332	-0.0181725	51.3	51	1516	4.24	5.46467	1.26437	7.7895	112.917	10.0591	61.9716	null	null	null	null	1	1	null	null	121	120.5	63	58	2	null	null	1.56e-08	8.08	10.1	62	null	56.2	56	1516	4.99	2.23748	1.02874	3.70319	72.883	6.91902	24.9066	null	null	null	null	1	1	null	null	76.6	75	63	58	1	null	null	0.000609397	7.53	6.92	24.9	null	-2.94
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.387416	0.387416	1	null	null	null	-0.0816	0.0498	0.101	0.390332	51.4	51	1526	4.48	5.46467	1.82801	61.8962	112.917	14.6889	497.365	null	null	null	null	1	1	null	1	175	177	63	59	3	1	null	6.45e-48	13	14.7	497	null	56	56	1526	4.97	2.23748	2.34714	61.8966	72.883	15.6296	412.17	null	null	null	null	1	1	null	1	135	134	63	59	null	null	null	1.36e-34	17.9	15.6	412	null	-1.64
