 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.0248499	0.0248499	1	null	null	null	-1.06	0.0933	6.24e-30	0.0246143	46.8	47	2357	3.6	1.58809	4.45385	292.159	56.3662	48.7476	3197.7	null	1	null	null	1	1	null	1	349	339	66	59	1	null	null	2.82e-56	34.2	48.7	3200	null	null	null	64.1	64	2357	6.7	1.12053	1.06902	9.67189	66.1247	30.7928	278.597	null	null	null	null	1	1	null	1	75.8	75	66	59	1	null	null	8.26e-13	8.14	30.8	279	null	null	null	-11.4
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	9.79e-06	0.0404049	0.0404049	null	null	null	null	0.0886	0.363	0.807	0.0393571	47.3	47	2020	3.6	1.58809	0.63476	1.70278	56.3662	9.20351	24.689	null	null	null	null	1	1	null	null	58.1	58	66	58	null	null	null	0.00913842	4.6	9.2	24.7	null	null	null	64	64	2020	6.73	1.12053	1.06438	1.39252	66.1247	23.1438	30.2789	null	null	null	null	1	null	null	null	67.5	68	66	58	1	null	null	0.195853	8.04	23.1	30.3	null	null	null	0.244
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.271976	0.271976	1	null	null	null	-0.475	0.0603	3.09e-15	0.272336	47.5	47	2005	3.62	1.58809	17.7766	1006.15	56.3662	153.124	8666.79	null	null	null	null	1	1	null	1	1060	1033.5	66	56	3	null	null	1.89e-50	133	153	8670	null	null	null	64.3	64	2005	6.74	1.12053	2.56914	79.2324	66.1247	94.0319	2899.95	null	null	null	null	1	1	null	1	145	144	66	56	1	null	null	1.56e-36	19.2	94	2900	null	null	null	-7.89
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.17018	0.17018	1	null	null	null	-0.43	0.0584	1.76e-13	0.170685	47.6	47	2003	3.66	1.58809	6.15515	314.806	56.3662	63.3754	3241.35	null	null	null	null	1	1	null	1	371	366	66	58	null	null	null	2.13e-49	46.9	63.4	3240	null	null	null	64.2	64	2003	6.69	1.12053	1.5865	39.3063	66.1247	48.578	1203.55	null	null	null	null	1	1	null	1	105	106	66	58	2	null	null	1.7e-32	12	48.6	1200	null	null	null	-7.37
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	-0.373681	-0.373681	null	null	null	null	-0.48	0.104	3.48e-06	-0.389345	47.6	47	2008	3.66	1.58809	0.887484	21.5005	56.3662	12.6153	305.623	null	null	null	null	1	1	null	1	77.9	77	66	60	2	null	null	2.95e-34	6.71	12.6	306	null	null	null	64.2	64	2008	6.51	1.12053	1.0023	4.55861	66.1247	22.2302	101.106	null	null	null	null	1	1	null	1	70.7	70	66	60	null	null	null	2.61e-05	7.69	22.2	101	null	null	null	-4.64
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.113357	0.113357	1	null	null	null	-0.014	0.05	0.78	0.114795	47.5	47	2023	3.65	1.58809	0.881657	18.9728	56.3662	12.5318	269.677	null	null	null	null	1	1	null	1	75.3	75	66	59	3	null	null	5.27e-31	6.6	12.5	270	null	null	null	64.1	64	2023	6.7	1.12053	1.05441	11.7736	66.1247	23.3872	261.143	null	null	null	null	1	1	null	1	77.9	77	66	59	1	null	null	2.77e-16	8.03	23.4	261	null	null	null	-0.279
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.00540479	0.00540479	1	null	null	null	0.243	0.0523	3.41e-06	0.00506999	47.6	48	2000	3.64	1.58809	2.09173	158.195	56.3662	21.1621	1600.47	null	null	null	null	1	1	null	1	215	213	66	57	null	1	null	7.39e-59	15.7	21.2	1600	null	null	null	64.2	64	2000	6.67	1.12053	2.91829	89.8051	66.1247	90.9403	2798.52	null	null	null	null	1	1	null	1	156	153	66	57	null	null	null	6.99e-37	22	90.9	2800	null	null	null	4.64
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	-0.0238959	-0.0238959	null	null	null	null	-0.811	0.179	5.89e-06	-0.0261793	47.6	47	1993	3.55	1.58809	1.19578	26.7717	56.3662	16.9508	379.503	null	null	null	null	1	1	null	1	83.1	82	66	58	null	null	null	7.34e-31	8.98	17	380	null	null	null	63.9	64	1993	6.55	1.12053	1.07711	2.6339	66.1247	23.9554	58.5791	null	null	null	null	1	null	null	null	68.8	68	66	58	2	null	null	0.0174803	8.14	24	58.6	null	null	null	-4.53
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	1.45e-06	-0.0136797	-0.0136797	null	null	null	null	0.359	0.164	0.0286	-0.0202329	47.5	47	1981	3.52	1.58809	0.544916	2.06005	56.3662	7.83363	29.6149	null	null	null	null	1	1	null	null	58.4	58	66	61	1	null	null	0.000306023	3.97	7.83	29.6	null	null	null	63.9	64	1981	6.54	1.12053	0.822474	3.08839	66.1247	18.0373	67.73	null	null	null	null	1	1	null	1	69.2	70	66	61	1	null	null	0.000378631	6.33	18	67.7	null	null	null	2.19
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.138283	0.138283	1	null	null	null	0.246	0.0524	2.74e-06	0.139377	47.6	48	1965	3.63	1.58809	1.26332	52.6695	56.3662	14.395	600.144	null	null	null	null	1	1	null	1	109	109.5	66	56	1	null	null	8.9e-45	9.34	14.4	600	null	null	null	64	64	1965	6.29	1.12053	1.51688	38.1967	66.1247	41.9697	1056.85	null	null	null	null	1	1	null	1	104	104	66	56	2	1	null	3.41e-32	11.3	42	1060	null	null	null	4.69
