 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.122867	0.122867	1	null	null	null	-1.54	0.127	6.86e-34	0.121678	45.7	46	2347	3.71	1.34856	3.87104	232.924	68.5355	77.4286	4658.94	null	null	null	null	1	1	null	1	301	297	68	61	null	null	null	1.72e-55	30.2	77.4	4660	null	null	null	64.1	64	2347	6.71	1.35316	1.38482	27.0188	70.1452	6.84386	133.528	null	null	null	null	1	1	null	1	97.2	98	68	61	2	null	null	4.39e-28	10.7	6.84	134	null	null	null	-12.1
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	9.53e-08	-0.0412999	-0.0412999	null	null	null	null	-0.169	0.272	0.534	-0.0651383	46	46	2028	3.79	1.34856	0.588094	1.11449	68.5355	11.7628	22.2915	null	null	null	null	1	null	null	null	69.7	70	68	60	2	1	null	0.062279	4.38	11.8	22.3	null	null	null	64.1	64	2028	6.76	1.35316	0.964471	3.05482	70.1452	4.76656	15.0974	null	null	null	null	1	1	null	null	73.2	72.5	68	60	null	null	null	0.00237957	7.36	4.77	15.1	null	null	null	-0.622
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.840358	0.840358	1	null	null	null	0.124	0.05	0.0129	0.840713	46.2	46	1999	3.64	1.34856	5.17247	331.871	68.5355	107.875	6921.4	null	null	null	null	1	1	null	1	400	391	68	59	3	null	null	1.2e-55	39.7	108	6920	null	null	null	64.2	64	1999	6.83	1.35316	27.697	1944.06	70.1452	131.277	9214.36	null	null	null	null	1	1	null	1	2010	1957	68	59	1	null	null	8.43e-58	213	131	9210	null	null	null	2.49
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.71113	0.71113	1	null	null	null	-0.131	0.0501	0.00892	0.711427	46.3	46	2010	3.64	1.34856	4.70724	275.514	68.5355	97.2996	5694.92	null	null	null	null	1	1	null	1	344	339	68	61	null	null	null	9.84e-55	36.7	97.3	5690	null	null	null	64.3	64	2010	6.86	1.35316	12.915	880.92	70.1452	61.7633	4212.81	null	null	null	null	1	1	null	1	951	929	68	61	null	null	null	1.4e-58	101	61.8	4210	null	null	null	-2.62
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.248857	0.248857	1	null	null	null	-0.415	0.058	8.13e-13	0.247459	46.3	46	1998	3.68	1.34856	1.28466	41.6197	68.5355	23.5791	763.903	null	null	null	null	1	1	null	1	110	109	68	58	3	null	null	3.15e-39	9.7	23.6	764	null	null	null	64.4	64	1998	6.63	1.35316	2.19169	54.4927	70.1452	11.8037	293.48	null	null	null	null	1	1	null	1	125	120	68	58	null	null	null	1.68e-32	16.6	11.8	293	null	null	null	-7.16
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.118259	0.118259	1	null	null	null	0.0504	0.0506	0.319	0.111873	46.4	46	1991	3.68	1.34856	0.857899	11.6708	68.5355	14.6587	199.417	null	null	null	null	1	1	null	1	80.2	81	68	63	null	null	null	6.56e-21	6.68	14.7	199	null	null	null	64.4	64	1991	6.59	1.35316	1.47612	38.712	70.1452	8.53969	223.958	null	null	null	null	1	1	null	1	109	108	68	63	null	null	null	8.53e-36	11.6	8.54	224	null	null	null	0.996
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	-0.11633	-0.11633	1	null	null	null	-0.0133	0.0492	0.787	-0.119102	46.4	46	1984	3.72	1.34856	1.40019	86.0463	68.5355	28.6943	1763.36	null	null	null	null	1	1	null	1	155	157	68	55	1	2	null	9.96e-53	10.3	28.7	1760	null	null	null	64.2	64	1984	6.69	1.35316	4.39962	354.564	70.1452	21.222	1710.28	null	null	null	null	1	1	null	1	425	433	68	55	1	null	null	4.46e-58	32.6	21.2	1710	null	null	null	-0.27
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.130643	0.130643	1	null	null	null	0.0322	0.0497	0.517	0.127028	46.1	46	1986	3.71	1.34856	0.820915	18.3312	68.5355	14.663	327.428	null	null	null	null	1	1	null	1	86.9	86.5	68	60	null	null	null	7.02e-32	6.23	14.7	327	null	null	null	63.8	64	1986	6.64	1.35316	2.15673	63.7215	70.1452	11.9357	352.647	null	null	null	null	1	1	null	1	134	132	68	60	null	null	null	2.5e-37	16.7	11.9	353	null	null	null	0.648
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	3.61e-06	0.0598939	0.0598939	null	null	null	null	-0.538	0.341	0.115	0.0490322	45.9	46	1977	3.62	1.34856	0.772289	1.56793	68.5355	15.581	31.6332	null	null	null	null	1	null	null	null	70.1	70	68	58	null	null	null	0.0466024	5.75	15.6	31.6	null	null	null	63.6	63	1977	6.37	1.35316	1.2037	1.87206	70.1452	5.89768	9.17242	null	null	null	null	1	null	null	null	72	71.5	68	58	1	null	null	0.125218	9.08	5.9	9.17	null	null	null	-1.57
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.174884	0.174884	1	null	null	null	-0.0428	0.0494	0.386	0.173978	45.8	46	1994	3.63	1.34856	1.1164	33.5645	68.5355	21.4569	645.101	null	null	null	null	1	1	null	1	102	102.5	68	60	1	null	null	1.63e-38	8.55	21.5	645	null	null	null	63.6	63	1994	6.35	1.35316	3.47692	113.655	70.1452	17.8825	584.548	null	null	null	null	1	1	null	1	184	185.5	68	60	1	null	null	1.3e-39	26.9	17.9	585	null	null	null	-0.867
