 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	-0.093137	-0.093137	1	null	null	null	-1.46	0.121	1.87e-33	-0.095606	45.5	45	2305	3.64	1.62498	3.87446	262.587	64.4294	54.9154	3721.82	null	null	null	null	1	1	null	1	327	321	66	60	null	null	null	6.74e-58	30	54.9	3720	null	null	null	64.4	64	2305	6.6	1.25602	1.42987	24.6164	68.8836	7.56863	130.301	null	null	null	null	1	1	null	1	93.5	91.5	66	60	null	null	null	5.67e-25	11	7.57	130	null	null	null	-12.1
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	5.87e-06	0.275584	0.275584	null	null	null	null	0.0419	0.101	0.679	0.280461	45.7	46	2014	3.62	1.62498	0.612265	2.82987	64.4294	8.44087	39.0134	null	null	null	null	1	1	null	null	67.3	67	66	54	3	1	null	1.83e-05	4.25	8.44	39	null	null	null	64.7	65	2014	6.51	1.25602	1.3012	7.89422	68.8836	7.0811	42.9601	null	null	null	1	1	1	null	1	76.8	75.5	66	54	1	null	null	1.29e-07	9.49	7.08	43	null	null	null	0.413
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.758009	0.758009	1	null	null	null	0.0205	0.0492	0.677	0.758095	45.8	46	2001	3.77	1.62498	12.1082	788.263	64.4294	169.56	11038.7	null	null	null	null	1	1	null	1	853	835	66	52	1	null	null	8.81e-51	87.3	170	11000	null	null	null	65	65	2001	6.9	1.25602	22.4745	2159.92	68.8836	120.406	11571.7	null	null	null	null	1	1	null	1	2230	2194	66	52	4	2	null	2.54e-59	162	120	11600	null	null	null	0.417
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.493345	0.493345	1	null	null	null	0.376	0.0563	2.59e-11	0.494482	45.9	46	2017	3.82	1.62498	2.64998	127.667	64.4294	37.755	1818.91	null	null	null	null	1	1	null	1	192	193.5	66	62	null	null	null	1.14e-50	20.8	37.8	1820	null	null	null	64.8	64	2017	6.75	1.25602	11.7623	820.213	68.8836	61.939	4319.15	null	null	null	null	1	1	null	1	889	880.5	66	62	null	null	null	6.8e-60	92.6	61.9	4320	null	null	null	6.67
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.172542	0.172542	1	null	null	null	-0.343	0.0554	6.04e-10	0.171176	45.9	46	2001	3.73	1.62498	1.40715	47.1778	64.4294	20.1584	675.855	null	null	null	null	1	1	null	1	112	109.5	66	56	2	null	null	2.46e-39	10.4	20.2	676	null	null	null	64.5	64	2001	6.39	1.25602	1.91927	58.5629	68.8836	10.0513	306.697	null	null	null	null	1	1	null	1	127	127	66	56	2	null	null	1.84e-36	14.3	10.1	307	null	null	null	-6.19
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.135004	-0.135004	1	null	null	null	0.0296	0.0509	0.561	-0.148317	46	46	1977	3.58	1.62498	0.817977	13.0373	64.4294	11.3318	180.612	null	null	null	null	1	1	null	1	77.5	77	66	60	null	null	null	2.12e-24	6.14	11.3	181	null	null	null	64.5	64	1977	6.35	1.25602	1.50002	35.6998	68.8836	8.12345	193.334	null	null	null	null	1	1	null	1	105	103.5	66	60	1	null	null	2.43e-32	11.6	8.12	193	null	null	null	0.581
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.308187	0.308187	1	null	null	null	-0.00816	0.0492	0.868	0.308577	46.1	46	1966	3.74	1.62498	2.60899	123.124	64.4294	37.1263	1752.07	null	null	null	null	1	1	null	1	188	185	66	56	2	null	null	1.41e-46	19.5	37.1	1750	null	null	null	64.3	64	1966	6.41	1.25602	6.1437	326.134	68.8836	32.391	1719.46	null	null	null	null	1	1	null	1	395	390	66	56	null	null	null	5.55e-49	46	32.4	1720	null	null	null	-0.166
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.0904489	0.0904489	1	null	null	null	0.147	0.0509	0.00397	0.0878714	45.9	46	1994	3.77	1.62498	0.807679	18.0706	64.4294	11.3764	254.529	null	null	null	null	1	1	null	1	82.5	82.5	66	56	2	1	null	1.91e-31	5.86	11.4	255	null	null	null	64	64	1994	6.61	1.25602	2.21284	66.9914	68.8836	11.7866	356.827	null	null	null	null	1	1	null	1	136	135	66	56	2	null	null	3.31e-36	16.5	11.8	357	null	null	null	2.88
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	1.31e-05	0.123363	0.123363	null	null	null	null	0.105	0.262	0.689	0.116204	45.5	45	1963	3.7	1.62498	0.58464	1.06214	64.4294	8.03463	14.5968	null	null	null	null	1	null	null	null	65.5	65	66	59	1	null	null	0.073349	4.22	8.03	14.6	null	null	null	64.2	64	1963	6.47	1.25602	1.10785	3.40458	68.8836	6.04792	18.5862	null	null	null	null	1	1	null	1	72.3	72	66	59	null	null	null	0.00317803	8.43	6.05	18.6	null	null	null	0.4
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.138715	0.138715	1	null	null	null	-0.143	0.0503	0.00448	0.138202	45.5	45	2012	3.67	1.62498	1.9435	63.4951	64.4294	27.5261	899.289	null	null	null	null	1	1	null	1	128	125	66	53	8	null	null	7.6e-37	14.1	27.5	899	null	null	null	64.1	64	2012	6.69	1.25602	3.71899	122.116	68.8836	19.7001	646.872	null	null	null	null	1	1	null	1	191	193	66	53	1	null	null	1.59e-36	27.1	19.7	647	null	null	null	-2.84
