 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.176484	0.176484	1	null	null	null	-1.36	0.114	7.43e-33	0.169519	47.2	47	2303	3.65	2.52627	3.99497	287.125	60.7527	35.5995	2558.59	null	null	null	null	1	1	null	1	348	347	65	57	null	null	null	2.2e-57	30.1	35.6	2560	null	null	null	63	63	2303	6.21	1.89101	1.15142	11.4952	65.9785	11.1804	111.62	null	null	null	null	1	1	null	1	77.5	77	65	57	1	null	null	1.95e-14	8.51	11.2	112	null	null	null	-11.9
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-6.81e-07	-0.0470259	-0.0470259	null	null	null	null	0.464	0.624	0.457	-0.155521	47.4	47	1978	3.7	2.52627	0.691634	0.528031	60.7527	6.56173	5.00958	null	null	null	null	1	null	null	null	61.3	61	65	57	1	null	null	0.447337	4.66	6.56	5.01	null	null	null	63	63	1978	6.17	1.89101	0.850604	1.60049	65.9785	7.75786	14.5971	null	null	null	null	1	null	null	null	67.6	68	65	57	2	null	null	0.064356	6.17	7.76	14.6	null	null	null	0.744
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.728797	0.728797	1	null	null	null	-0.111	0.0498	0.0255	0.728801	47.4	47	1949	3.68	2.52627	36.2369	1894.47	60.7527	297.967	15577.7	null	null	null	null	1	1	null	1	1960	1888	65	59	null	null	null	1.69e-50	278	298	15600	null	null	null	63	63	1949	6.14	1.89101	23.8355	1145.84	65.9785	250.821	12057.6	null	null	null	null	1	1	null	1	1210	1202	65	59	null	null	null	1.97e-48	183	251	12100	null	null	null	-2.23
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.279932	0.279932	1	null	null	null	0.557	0.064	3.23e-18	0.279054	47.5	48	1980	3.76	2.52627	2.35368	92.6508	60.7527	19.9996	787.268	null	null	null	null	1	1	null	1	153	149	65	57	1	null	null	1.5e-43	17.6	20	787	null	null	null	62.8	63	1980	6.29	1.89101	6.03761	278.811	65.9785	61.4819	2839.18	null	null	null	null	1	1	null	1	345	342	65	57	null	null	null	2.27e-46	45.5	61.5	2840	null	null	null	8.7
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	-0.117518	-0.117518	1	null	null	null	0.129	0.0509	0.0114	-0.157614	47.6	48	1981	3.76	2.52627	1.10682	25.8853	60.7527	9.82657	229.815	null	null	null	null	1	1	null	1	86.6	86	65	58	3	null	null	6.42e-34	8.08	9.83	230	null	null	null	63.2	63	1981	6.43	1.89101	1.44827	31.7112	65.9785	14.115	309.06	null	null	null	null	1	1	null	1	97.7	98	65	58	null	null	null	2.52e-30	10.9	14.1	309	null	null	null	2.53
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.140565	0.140565	1	null	null	null	-0.134	0.0512	0.00917	0.0921816	47.5	48	1967	3.74	2.52627	1.01111	29.8837	60.7527	8.94108	264.258	null	null	null	null	1	1	null	1	90.6	90	65	55	1	null	null	1.41e-39	7.13	8.94	264	null	null	null	63.1	63	1967	6.41	1.89101	0.89648	19.8579	65.9785	8.7721	194.31	null	null	null	null	1	1	null	1	85.8	85	65	55	2	3	null	3.91e-31	6.42	8.77	194	null	null	null	-2.61
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.0925835	0.0925835	1	null	null	null	0.135	0.0501	0.00726	0.0848184	47.4	47	1983	3.69	2.52627	1.96041	143.657	60.7527	16.7031	1223.99	null	null	null	null	1	1	null	1	204	204	65	61	1	null	null	8.28e-63	15.1	16.7	1220	null	null	null	63.2	63	1983	6.42	1.89101	2.83055	164.317	65.9785	28.746	1668.74	null	null	null	null	1	1	null	1	230	234	65	61	1	null	null	5.59e-55	22	28.7	1670	null	null	null	2.68
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.215948	0.215948	1	null	null	null	-0.373	0.0564	3.84e-11	0.207775	47.2	47	1985	3.68	2.52627	2.65466	98.3526	60.7527	23.6434	875.966	null	null	null	null	1	1	null	1	159	155	65	57	null	null	null	7.26e-42	19.9	23.6	876	null	null	null	63.2	63	1985	6.49	1.89101	1.61961	38.2321	65.9785	15.735	371.435	null	null	null	null	1	1	null	1	104	105	65	57	1	null	null	1.47e-31	12.1	15.7	371	null	null	null	-6.61
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	2.32e-05	0.261889	0.261889	null	null	null	null	-0.523	0.673	0.437	0.216558	47.2	47	1989	3.76	2.52627	0.672948	2.02915	60.7527	6.32827	19.0817	null	null	null	null	1	1	null	null	62.8	63	65	55	2	null	null	0.00340894	4.42	6.33	19.1	null	null	null	63.3	63	1989	6.45	1.89101	0.997065	0.621543	65.9785	9.17438	5.71906	null	null	null	null	1	null	null	null	66.6	66	65	55	1	null	null	0.535389	7.19	9.17	5.72	null	null	null	-0.777
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	-0.0340606	-0.0340606	1	null	null	null	-0.0153	0.0494	0.757	-0.0520068	47.3	47	1968	3.78	2.52627	1.62792	60.7558	60.7527	14.5071	541.423	null	null	null	null	1	1	null	1	122	120	65	59	1	null	null	2.03e-44	12.3	14.5	541	null	null	null	63.5	63	1968	6.4	1.89101	1.88035	53.8351	65.9785	18.2577	522.725	null	null	null	null	1	1	null	1	120	119	65	59	3	null	null	1.27e-36	14.3	18.3	523	null	null	null	-0.309
