 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.486585	0.486585	1	null	null	null	-1.37	0.115	5.99e-33	0.489849	46.2	46	2311	3.67	1.34387	2.99091	234.634	67.9761	38.9532	3055.84	null	null	null	null	1	1	null	1	303	302	62	59	2	null	null	7.1e-61	22.9	39	3060	null	null	null	64.3	64	2311	6.43	2.28553	1.88467	33.319	73.7658	7.31999	129.41	null	null	null	null	1	1	null	1	107	108	62	59	null	null	null	1.2e-25	14.3	7.32	129	null	null	null	-12
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-7.69e-06	-0.0714901	-0.0714901	null	null	null	null	-0.185	0.265	0.487	-0.104047	46.2	46	2001	3.67	1.34387	0.698897	1.33036	67.9761	10.4542	19.8996	null	null	null	null	1	null	null	null	69.3	69	62	62	null	null	null	0.0611631	5.34	10.5	19.9	null	null	null	64.4	64	2001	6.54	2.28553	1.06273	3.84712	73.7658	3.59385	13.0099	null	null	null	null	1	1	null	null	77.6	78	62	62	1	null	null	0.000549522	8.05	3.59	13	null	null	null	-0.696
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.915535	0.915535	1	null	null	null	-0.0847	0.0495	0.087	0.915563	46.4	46	1968	3.7	1.34387	20.7132	1092.18	67.9761	275.317	14517.1	null	null	null	null	1	1	null	1	1160	1099.5	62	64	null	null	null	7.65e-54	166	275	14500	null	null	null	64.6	64	1968	6.58	2.28553	49.0966	3138.39	73.7658	186.844	11943.6	null	null	null	null	1	1	null	1	3210	3092.5	62	64	null	null	null	5.18e-59	393	187	11900	null	null	null	-1.71
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.799357	0.799357	1	null	null	null	0.145	0.0503	0.00382	0.799606	46.3	46	2008	3.68	1.34387	6.0324	371.558	67.9761	79.84	4917.65	null	null	null	null	1	1	null	1	440	435	62	58	1	null	null	6.53e-54	45.9	79.8	4920	null	null	null	64.8	64	2008	6.91	2.28553	25.8174	1798.51	73.7658	98.6725	6873.79	null	null	null	null	1	1	null	1	1870	1845	62	58	2	null	null	7.25e-57	197	98.7	6870	null	null	null	2.89
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.3001	0.3001	1	null	null	null	0.299	0.0541	3.19e-08	0.299848	46.4	46	1959	3.65	1.34387	1.09996	22.8787	67.9761	14.5346	302.316	null	null	null	null	1	1	null	1	90.9	91	62	62	null	null	null	3.54e-30	8.56	14.5	302	null	null	null	64.6	64	1959	6.65	2.28553	3.53574	157.266	73.7658	13.5352	602.035	null	null	null	null	1	1	null	1	231	226.5	62	62	null	null	null	1.17e-48	27.7	13.5	602	null	null	null	5.53
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.210707	-0.210707	1	null	null	null	-0.0647	0.0512	0.206	-0.226827	46.3	46	1966	3.67	1.34387	0.840381	14.237	67.9761	11.378	192.756	null	null	null	null	1	1	null	1	82.2	81	62	61	2	null	null	1.46e-25	6.43	11.4	193	null	null	null	64.3	64	1966	6.5	2.28553	2.33649	44.4473	73.7658	8.72949	166.062	null	null	null	null	1	1	null	1	118	118	62	61	null	null	null	1.53e-27	18.1	8.73	166	null	null	null	-1.26
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.285977	0.285977	1	null	null	null	-0.0217	0.0492	0.659	0.285743	46.2	46	1948	3.64	1.34387	1.89781	115.474	67.9761	25.1449	1529.96	null	null	null	null	1	1	null	1	183	183	62	60	null	null	null	1.32e-55	14.6	25.1	1530	null	null	null	64.4	64	1948	6.55	2.28553	5.67209	381.184	73.7658	21.6551	1455.3	null	null	null	null	1	1	null	1	455	455.5	62	60	null	1	null	1.12e-57	43.9	21.7	1460	null	null	null	-0.442
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.188837	0.188837	1	null	null	null	0.165	0.0508	0.00121	0.185937	46.3	46	1963	3.63	1.34387	0.995486	30.5239	67.9761	13.0961	401.555	null	null	null	null	1	1	null	1	98.5	97	62	60	2	null	null	2.1e-39	7.6	13.1	402	null	null	null	64.2	64	1963	6.66	2.28553	2.90358	152.534	73.7658	11.1646	586.511	null	null	null	null	1	1	null	1	226	230	62	60	3	null	null	5.42e-52	22.4	11.2	587	null	null	null	3.24
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	7.91e-06	0.322204	0.322204	null	null	null	null	-0.526	0.221	0.0174	0.320364	46.4	46	1960	3.64	1.34387	0.885411	1.88105	67.9761	13.2587	28.168	null	null	null	null	1	null	null	null	69.9	69	62	56	null	null	null	0.0378113	6.5	13.3	28.2	null	null	null	64.3	64	1960	6.71	2.28553	0.989555	2.48422	73.7658	3.34271	8.39167	null	null	null	null	1	null	null	null	76.3	75	62	56	2	null	null	0.0145431	7.08	3.34	8.39	null	null	null	-2.38
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	-0.102194	-0.102194	1	null	null	null	-0.0436	0.0494	0.378	-0.107794	46.3	46	1993	3.67	1.34387	1.3996	51.3414	67.9761	18.2254	668.557	null	null	null	null	1	1	null	1	119	117	62	63	null	null	null	1.24e-44	11	18.2	669	null	null	null	64.7	64	1993	6.94	2.28553	3.13008	155.679	73.7658	12.159	604.745	null	null	null	null	1	1	null	1	229	226	62	63	null	null	null	2.55e-52	24.7	12.2	605	null	null	null	-0.882
