 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.010033	0.010033	1	null	null	null	-0.962	0.0869	1.81e-28	0.00508243	39.8	40	2327	2.95	2.39655	4.91912	363.52	67.3244	42.2754	3124.13	null	null	null	null	1	1	null	1	431	425.5	65	58	2	1	null	1.26e-58	37.4	42.3	3120	null	null	null	61.7	61	2327	6.34	2.51474	2.26953	54.1467	72.905	14.2931	341.006	null	null	null	null	1	1	null	1	127	126.5	65	58	2	null	null	4.66e-32	17.1	14.3	341	null	null	null	-11.1
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	2.16e-07	0.211893	0.211893	null	null	null	null	-0.168	0.0808	0.0373	0.180049	39.9	40	2014	2.95	2.39655	0.927021	6.93877	67.3244	8.94069	66.9213	null	null	null	null	1	1	null	1	74.3	75	65	57	null	1	null	1.77e-10	6.63	8.94	66.9	null	null	null	62.1	62	2014	6.42	2.51474	1.30218	8.09498	72.905	7.30766	45.4281	null	null	null	null	1	1	null	1	81	82	65	57	null	null	null	4.57e-08	9.55	7.31	45.4	null	null	null	-2.08
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.879377	0.879377	1	null	null	null	-0.263	0.0528	6.4e-07	0.879435	39.9	40	1990	2.97	2.39655	35.2713	1941.36	67.3244	292.183	16082	null	null	null	null	1	1	null	1	2010	1922.5	65	60	2	null	null	2.02e-52	273	292	16100	null	null	null	62.2	62	1990	6.45	2.51474	20.2144	1344.33	72.905	132.074	8783.38	null	null	null	null	1	1	null	1	1420	1384.5	65	60	1	null	null	3.31e-57	157	132	8780	null	null	null	-4.98
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.341058	0.341058	1	null	null	null	0.682	0.0704	3.37e-22	0.341797	39.9	40	2001	3.02	2.39655	1.87681	69.8185	67.3244	16.5247	614.729	null	null	null	null	1	1	null	1	137	137	65	56	2	null	null	4.36e-42	13.9	16.5	615	null	null	null	62.1	62	2001	6.55	2.51474	7.739	480.559	72.905	47.5731	2954.09	null	null	null	null	1	1	null	1	553	543.5	65	56	2	null	null	9.49e-53	57.9	47.6	2950	null	null	null	9.69
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.0744531	0.0744531	1	null	null	null	0.192	0.0523	0.000239	0.0555196	39.9	40	1999	3.1	2.39655	1.45889	21.2401	67.3244	12.1771	177.288	null	null	null	null	1	1	null	1	88.6	87	65	62	null	null	null	2.5e-22	11.2	12.2	177	null	null	null	61.9	62	1999	6.36	2.51474	1.8346	42.5466	72.905	11.8963	275.888	null	null	null	null	1	1	null	1	115	115	65	62	1	null	null	4.89e-33	14.2	11.9	276	null	null	null	3.67
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.0793695	0.0793695	1	null	null	null	-0.0127	0.0501	0.8	0.0489466	39.8	40	1993	3.09	2.39655	0.992552	31.6248	67.3244	8.24726	262.775	null	null	null	null	1	1	null	1	98.9	99	65	59	1	2	null	3.73e-43	7.27	8.25	263	null	null	null	61.9	62	1993	6.35	2.51474	1.68254	39.1797	72.905	10.9597	255.209	null	null	null	null	1	1	null	1	112	113	65	59	1	null	null	2.16e-32	12.7	11	255	null	null	null	-0.253
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.437604	0.437604	1	null	null	null	-0.0354	0.0492	0.473	0.436075	39.8	40	2023	3.2	2.39655	2.865	169.085	67.3244	25.2818	1492.07	null	null	null	null	1	1	null	1	236	236	65	61	null	1	null	9.96e-56	22.3	25.3	1490	null	null	null	61.7	62	2023	6.36	2.51474	3.4463	224.243	72.905	21.1378	1375.39	null	null	null	null	1	1	null	1	297	299	65	61	null	null	null	4.62e-58	26.8	21.1	1380	null	null	null	-0.718
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	-0.124535	-0.124535	1	null	null	null	0.482	0.0624	1.08e-14	-0.169092	39.7	40	2011	3.16	2.39655	1.01374	10.5532	67.3244	8.65408	90.0898	null	null	null	null	1	1	null	1	77.9	77	65	49	3	1	null	8.31e-15	6.78	8.65	90.1	null	null	null	61.8	62	2011	6.38	2.51474	1.6178	43.1154	72.905	10.257	273.357	null	null	null	null	1	1	null	1	116	116	65	49	3	2	null	7.01e-32	11.1	10.3	273	null	null	null	7.73
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-1.9e-05	-0.0606256	-0.0606256	null	null	null	null	0.19	0.271	0.484	-0.151388	39.7	40	2014	3.22	2.39655	0.879223	1.48917	67.3244	9.68241	16.3995	null	null	null	null	1	null	null	null	68.8	70	65	59	1	null	null	0.0945877	6.36	9.68	16.4	null	null	null	61.7	62	2014	6.44	2.51474	0.876783	5.16277	72.905	4.30922	25.374	null	null	null	null	1	1	null	null	78.1	78	65	59	1	1	null	1.04e-07	6.29	4.31	25.4	null	null	null	0.699
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0805763	0.0805763	1	null	null	null	-0.145	0.0504	0.00394	0.0721563	39.6	39	1996	3.22	2.39655	1.9992	81.3089	67.3244	17.1805	698.741	null	null	null	null	1	1	null	1	149	147.5	65	60	1	1	null	2.99e-46	15.3	17.2	699	null	null	null	61.6	62	1996	6.44	2.51474	2.90249	79.3783	72.905	18.2803	499.936	null	null	null	null	1	1	null	1	152	153	65	60	null	null	null	1.03e-35	22.4	18.3	500	null	null	null	-2.88
