 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.188786	0.188786	1	null	null	null	-1.59	0.131	4.3e-34	0.187485	48.4	48	2257	3.96	1.78561	3.97321	254.678	66.9782	45.7241	2930.86	null	null	null	1	1	1	null	1	322	321	64	61	null	null	null	3.08e-57	31	45.7	2930	null	65.2	65	2257	6.69	1.45487	1.1561	12.6497	68.5798	6.83575	74.7949	null	null	null	null	1	1	null	1	81.2	82	64	61	null	null	null	3.29e-16	8.92	6.84	74.8	null	-12.2
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	1.27e-05	0.150555	0.150555	null	null	null	null	-0.708	0.404	0.0794	0.133308	48.8	49	1998	4.01	1.78561	0.710763	2.67632	66.9782	8.25111	31.0688	null	null	null	null	1	1	null	null	69.7	69	64	55	7	null	null	0.000357138	5	8.25	31.1	null	65.8	65	1998	6.95	1.45487	0.966999	1.0384	68.5798	5.66805	6.08654	null	null	null	null	1	null	null	null	69.6	69	64	55	2	null	null	0.287348	7.04	5.67	6.09	null	-1.75
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.932802	0.932802	1	null	null	null	0.0368	0.0492	0.454	0.93284	48.9	49	1964	4.08	1.78561	21.8831	1108.31	66.9782	241.83	12247.9	null	null	null	null	1	1	null	1	1180	1125	64	60	null	null	null	2.47e-50	169	242	12200	null	65.9	66	1964	6.98	1.45487	37.2536	2165.14	68.5798	229.383	13331.5	null	null	null	null	1	1	null	1	2230	2167	64	60	null	null	null	8.71e-54	289	229	13300	null	0.748
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.769992	0.769992	1	null	null	null	0.321	0.0545	3.66e-09	0.771218	48.9	49	1979	4.03	1.78561	3.51216	206.401	66.9782	39.2225	2305.01	null	null	null	null	1	1	null	1	273	270.5	64	58	2	null	null	5.11e-53	26.7	39.2	2310	null	65.5	65	1979	6.58	1.45487	12.2946	792.937	68.5798	74.9116	4831.41	null	null	null	null	1	1	null	1	862	833.5	64	58	null	null	null	5.47e-55	93.6	74.9	4830	null	5.9
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	-0.102457	-0.102457	1	null	null	null	0.273	0.0539	3.93e-07	-0.115457	49	49	1981	4.01	1.78561	0.872938	16.0784	66.9782	10.0486	185.082	null	null	null	null	1	1	null	1	83.1	84	64	53	5	null	null	3.28e-26	6.14	10	185	null	65.5	65	1981	6.59	1.45487	2.34204	58.7598	68.5798	13.8442	347.339	null	null	null	null	1	1	null	1	127	127	64	53	null	null	null	5.99e-31	17	13.8	347	null	5.07
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.178857	0.178857	1	null	null	null	0.0551	0.0518	0.288	0.170613	48.9	49	1967	3.98	1.78561	0.878802	12.5656	66.9782	10.1785	145.538	null	null	null	null	1	1	null	1	79.5	80	64	57	2	1	null	1.48e-21	6.42	10.2	146	null	65.4	65	1967	6.59	1.45487	1.33507	28.122	68.5798	7.84348	165.215	null	null	null	null	1	1	null	1	96.7	97	64	57	1	1	null	6.88e-29	9.99	7.84	165	null	1.06
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.113911	0.113911	1	null	null	null	0.0392	0.0492	0.426	0.112651	48.9	49	1960	3.98	1.78561	2.16908	147.505	66.9782	24.2887	1651.72	null	null	null	null	1	1	null	1	214	217	64	60	null	null	null	1.11e-58	16.7	24.3	1650	null	65.7	65	1960	6.93	1.45487	4.24154	297.487	68.5798	25.7744	1807.73	null	null	null	null	1	1	null	1	366	361.5	64	60	1	null	null	1.07e-58	32.8	25.8	1810	null	0.796
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.0427787	0.0427787	1	null	null	null	-0.0309	0.0495	0.532	0.035308	48.9	49	1946	4	1.78561	1.26785	41.5795	66.9782	14.6016	478.864	null	null	null	null	1	1	null	1	109	108	64	52	2	null	null	1.85e-37	9	14.6	479	null	65.7	65	1946	6.87	1.45487	1.73233	75.4779	68.5798	10.2351	445.945	null	null	null	null	1	1	null	1	144	146	64	52	3	3	null	1.1e-42	12.4	10.2	446	null	-0.625
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	1.71e-05	0.225105	0.225105	null	null	null	null	-0.417	0.117	0.000378	0.213876	49	49	1934	3.95	1.78561	0.865845	4.83533	66.9782	10.1808	56.855	null	null	null	null	1	1	null	1	71.8	72	64	59	3	null	null	4.73e-07	6.43	10.2	56.9	null	66.1	66	1934	6.7	1.45487	0.927279	3.7592	68.5798	5.36616	21.7545	null	null	null	null	1	1	null	null	72.3	72	64	59	1	null	null	0.000141588	6.98	5.37	21.8	null	-3.56
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.20075	0.20075	1	null	null	null	-0.072	0.0495	0.146	0.199078	49	49	1979	3.99	1.78561	2.04196	76.744	66.9782	23.1028	868.283	null	null	null	null	1	1	null	1	144	143	64	54	2	null	null	1.52e-40	14.9	23.1	868	null	66.7	67	1979	7.15	1.45487	2.6534	122.309	68.5798	15.9581	735.593	null	1	null	null	1	1	null	1	191	190	64	54	1	2	null	9.54e-45	19.5	16	736	null	-1.45
