 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.125173	0.125173	1	null	null	null	-0.846	0.0798	2.75e-26	0.122709	45.9	46	2335	3.62	1.60173	3.57875	315.658	60.2088	31.7824	2803.31	null	null	null	null	1	1	null	1	376	372.5	67	60	3	null	null	1.19e-64	27.7	31.8	2800	null	null	null	62.7	63	2335	6.43	1.35376	1.69749	33.912	64.888	20.0045	399.645	null	null	null	null	1	1	null	1	98.8	96	67	60	null	null	null	3.12e-28	13.1	20	400	null	null	null	-10.6
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	3.43e-06	0.0640182	0.0640182	null	null	null	null	0.318	0.116	0.00601	0.0404996	46.2	46	2025	3.58	1.60173	0.76128	3.35481	60.2088	7.51985	33.1384	null	null	null	null	1	1	null	null	63.6	64	67	55	1	null	null	4.27e-05	5.46	7.52	33.1	null	null	null	63	63	2025	6.54	1.35376	1.01478	6.51195	64.888	10.7518	68.9957	null	null	null	null	1	1	null	1	71.4	72	67	55	2	1	null	2.97e-08	7.43	10.8	69	null	null	null	2.75
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.87925	0.87925	1	null	null	null	0.323	0.0545	3.23e-09	0.879313	46.4	46	2001	3.59	1.60173	11.7859	676.061	60.2088	99.4624	5705.36	null	null	null	null	1	1	null	1	736	721	67	63	null	null	null	1.83e-55	93.5	99.5	5710	null	null	null	63.3	63	2001	6.57	1.35376	14.5669	967.271	64.888	180.653	11995.7	null	null	null	null	1	1	null	1	1030	1015	67	63	null	null	null	2.49e-59	116	181	12000	null	null	null	5.92
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.749868	0.749868	1	null	null	null	-0.33	0.0548	1.6e-09	0.749959	46.4	46	2000	3.57	1.60173	25.3172	1738.18	60.2088	212.64	14599.1	null	null	null	null	1	1	null	1	1800	1716	67	61	null	null	null	9.71e-59	198	213	14600	null	null	null	63.3	63	2000	6.39	1.35376	7.7974	547.374	64.888	97.1617	6820.71	null	null	null	null	1	1	null	1	612	613	67	61	null	null	null	2.4e-59	60.9	97.2	6820	null	null	null	-6.03
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.187256	0.187256	1	null	null	null	-0.633	0.0679	1.02e-20	0.184069	46.4	46	1987	3.55	1.60173	2.82801	159.332	60.2088	26.1025	1470.64	null	null	null	null	1	1	null	1	220	213	67	61	2	null	null	4.87e-54	22	26.1	1470	null	null	null	62.9	63	1987	6.35	1.35376	1.42566	30.1611	64.888	16.1655	341.996	null	null	null	null	1	1	null	1	95	95	67	61	null	null	null	5.89e-30	11.1	16.2	342	null	null	null	-9.33
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	0.076967	0.076967	1	null	null	null	-0.0679	0.0506	0.18	0.0591364	46.4	46	1980	3.59	1.60173	0.878786	24.8438	60.2088	8.44749	238.816	null	null	null	null	1	1	null	1	85.1	85	67	57	1	1	null	4.47e-37	6.47	8.45	239	null	null	null	62.7	62	1980	6.39	1.35376	1.11948	18.7611	64.888	12.1884	204.262	null	null	null	null	1	1	null	1	83.6	83	67	57	2	null	null	5.29e-24	8.36	12.2	204	null	null	null	-1.34
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.0937704	0.0937704	1	null	null	null	0.0605	0.0494	0.22	0.0911703	46.3	46	1963	3.67	1.60173	2.0638	185.877	60.2088	17.8573	1608.32	null	null	null	null	1	1	null	1	246	244	67	58	1	null	null	4.73e-64	15.6	17.9	1610	null	null	null	62.6	62	1963	6.45	1.35376	3.02158	152.853	64.888	36.5479	1848.86	null	null	null	null	1	1	null	1	218	217.5	67	58	1	null	null	2.84e-49	23	36.5	1850	null	null	null	1.23
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	-0.0407957	-0.0407957	1	null	null	null	0.0728	0.0501	0.146	-0.0528418	46.2	46	1974	3.72	1.60173	1.08313	29.5878	60.2088	10.377	283.469	null	null	null	null	1	1	null	1	89.8	89	67	59	3	null	null	3.03e-36	8.18	10.4	283	null	null	null	62.5	62	1974	6.51	1.35376	1.6595	30.6882	64.888	18.1284	335.239	null	null	null	null	1	1	null	1	95.6	96	67	59	null	null	null	2.87e-26	12.7	18.1	335	null	null	null	1.46
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-9.42e-06	0.0270027	0.0270027	null	null	null	null	0.4	0.294	0.175	-0.00838915	46.4	46	1987	3.69	1.60173	0.594689	1.00429	60.2088	6.33636	10.7006	null	null	null	null	1	null	null	null	61.2	61	67	61	2	null	null	0.0954502	4.39	6.34	10.7	null	null	null	62.8	63	1987	6.41	1.35376	0.948171	2.7349	64.888	9.31348	26.8638	null	null	null	null	1	1	null	null	67.6	66	67	61	null	null	null	0.00534277	7.29	9.31	26.9	null	null	null	1.36
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0955459	0.0955459	1	null	null	null	-0.0151	0.0494	0.76	0.0874134	46.3	46	1981	3.66	1.60173	1.28447	53.3078	60.2088	12.1215	503.064	null	null	null	null	1	1	null	1	114	112	67	60	1	1	null	7.6e-47	9.83	12.1	503	null	null	null	62.9	63	1981	6.3	1.35376	1.58768	43.812	64.888	17.6079	485.887	null	null	null	null	1	1	null	1	109	111	67	60	null	null	null	6.68e-36	12.2	17.6	486	null	null	null	-0.305
