 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.0454642	0.0454642	1	null	null	null	-1.29	0.109	2.35e-32	0.0438859	46.2	46	2353	3.61	1.22719	3.01712	263.953	60.0465	37.5024	3280.9	null	null	null	null	1	1	null	1	324	320.5	65	56	1	null	null	5.72e-61	22.5	37.5	3280	null	null	null	63.3	63	2353	6.41	1.14697	1.21142	13.5292	65.8994	15.0184	167.726	null	null	null	null	1	1	null	1	79.4	80	65	56	null	1	null	6.29e-16	9	15	168	null	null	null	-11.8
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	2.11e-05	-0.134698	-0.134698	null	null	null	null	-0.405	0.11	0.000243	-0.151635	46.8	47	1983	3.61	1.22719	0.652359	6.61477	60.0465	10.519	106.66	null	null	null	1	1	1	null	1	66.7	67	65	62	null	null	null	3.08e-15	4.99	10.5	107	null	null	null	63.5	63	1983	6.4	1.14697	0.972292	4.39097	65.8994	9.29184	41.9629	null	null	null	null	1	1	null	1	70.3	69	65	62	null	null	null	2.79e-05	7.57	9.29	42	null	null	null	-3.67
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.492866	0.492866	1	null	null	null	-0.432	0.0585	1.44e-13	0.492951	46.9	47	1978	3.65	1.22719	13.0771	893.004	60.0465	154.093	10522.6	null	null	null	null	1	1	null	1	953	928	65	59	2	null	null	3.99e-57	100	154	10500	null	null	null	63.8	63	1978	6.48	1.14697	5.89713	297.338	65.8994	77.1194	3888.42	null	null	null	null	1	1	null	1	363	363	65	59	1	null	null	1.22e-49	45.3	77.1	3890	null	null	null	-7.39
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.219218	0.219218	1	null	null	null	-0.363	0.0559	8.31e-11	0.219	46.8	47	1976	3.64	1.22719	3.59948	252.703	60.0465	43.0639	3023.32	null	null	null	null	1	1	null	1	313	309.5	65	60	4	null	null	1.02e-58	27.9	43.1	3020	null	null	null	64	64	1976	6.74	1.14697	2.92809	101.767	65.8994	37.7141	1310.77	null	null	null	null	1	1	null	1	168	164.5	65	60	null	null	null	4.02e-41	22.7	37.7	1310	null	null	null	-6.49
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	-0.0905876	-0.0905876	1	null	null	null	0.304	0.0544	2.18e-08	-0.0983705	46.6	47	1962	3.66	1.22719	0.795676	18.2077	60.0465	10.7328	245.603	null	null	null	null	1	1	null	1	78.3	77	65	59	3	1	null	4.72e-32	6	10.7	246	null	null	null	63.8	64	1962	6.49	1.14697	1.59466	43.3379	65.8994	18.2172	495.088	null	null	null	null	1	1	null	1	109	112	65	59	null	null	null	4.94e-35	12.2	18.2	495	null	null	null	5.6
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.039509	-0.039509	1	null	null	null	0.0036	0.0505	0.943	-0.048169	46.5	46	1961	3.72	1.22719	0.759112	14.4111	60.0465	10.9797	208.441	null	null	null	null	1	1	null	1	74.5	73	65	59	null	null	null	1.01e-27	5.71	11	208	null	null	null	63.4	63	1961	6.47	1.14697	1.26374	19.7278	65.8994	13.4637	210.177	null	null	null	null	1	1	null	1	85.6	85	65	59	1	null	null	1.05e-22	9.65	13.5	210	null	null	null	0.0713
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.0291113	0.0291113	1	null	null	null	0.129	0.05	0.0102	0.0278152	46.5	46	1966	3.66	1.22719	2.04814	129.953	60.0465	24.6506	1564.07	null	null	null	null	1	1	null	1	190	191	65	55	null	null	null	7.71e-53	15.1	24.7	1560	null	null	null	63.4	63	1966	6.53	1.14697	2.43406	164.228	65.8994	31.1642	2102.67	null	null	null	null	1	1	null	1	230	228	65	55	3	null	null	4.18e-54	18	31.2	2100	null	null	null	2.57
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.215957	0.215957	1	null	null	null	0.0954	0.0501	0.0569	0.214903	46.5	47	1968	3.65	1.22719	0.865524	23.0807	60.0465	11.6788	311.436	null	null	null	null	1	1	null	1	83.1	84	65	55	4	null	null	4.79e-34	6.32	11.7	311	null	null	null	63.2	63	1968	6.62	1.14697	1.54181	33.9734	65.8994	17.6078	387.982	null	null	null	null	1	1	null	1	99.9	100	65	55	1	null	null	6.05e-29	11.4	17.6	388	null	null	null	1.9
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	7.48e-06	0.0635977	0.0635977	null	null	null	null	0	1000	1	0.0529633	46.4	46	1978	3.63	1.22719	0.720378	-0.487203	60.0465	16.2871	-11.0152	null	null	null	null	1	null	null	null	59.6	59	65	59	2	null	null	0.501299	5.41	16.3	-11	null	null	null	63.3	63	1978	6.41	1.14697	0.773174	2.67692	65.8994	5.26971	18.245	null	null	null	null	1	1	null	null	68.6	68	65	59	2	null	null	0.000975624	5.84	5.27	18.2	null	null	null	0
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.0903204	0.0903204	1	null	null	null	-0.129	0.0502	0.0105	0.0882227	46.4	46	1989	3.57	1.22719	1.30598	51.101	60.0465	16.6349	650.896	null	null	null	null	1	1	null	1	111	111	65	61	null	1	null	3.03e-45	10.1	16.6	651	null	null	null	63.4	63	1989	6.35	1.14697	1.82908	40.0187	65.8994	22.128	484.142	null	null	null	null	1	1	null	1	106	103	65	61	null	null	null	1.7e-30	14.2	22.1	484	null	null	null	-2.56
