 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSpatialDetrendIsInFilteredSet	Feature Extraction Software:gSpatialDetrendSurfaceValue	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSpatialDetrendIsInFilteredSet	Feature Extraction Software:rSpatialDetrendSurfaceValue	Feature Extraction Software:rSurrogateUsed	Feature Extraction Software:xDev
1	1	1	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000001	null	0.0262833	0.0262833	1	null	null	null	-1.32	0.111	1.35e-32	0.0234284	47.6	48	2301	3.78	1.69993	2.89686	239.637	68.0996	30.8596	2552.8	null	null	null	null	1	1	null	1	308	307	68	57	1	null	null	1.04e-60	21.8	30.9	2550	null	null	null	64.2	64	2301	6.53	1.32468	1.3347	21.1719	68.2492	7.63818	121.162	null	null	null	null	1	1	null	1	89.4	88	68	57	2	null	null	1.08e-22	10	7.64	121	null	null	null	-11.9
1	1	1	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000051	-3.83e-06	-0.0269097	-0.0269097	null	null	null	null	-0.292	0.134	0.0297	-0.0443428	47.8	48	2010	3.81	1.69993	0.75669	3.61008	68.0996	9.3911	44.8039	null	null	null	null	1	1	null	null	71.7	72	68	62	null	null	null	9.55e-06	5.73	9.39	44.8	null	null	null	64.1	64	2010	6.44	1.32468	1.03419	4.65406	68.2492	5.08008	22.8614	null	null	null	null	1	1	null	1	72.9	73	68	62	null	null	null	2.93e-05	8.04	5.08	22.9	null	null	null	-2.17
1	1	1	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000101	null	0.920879	0.920879	1	null	null	null	-0.0329	0.0492	0.503	0.920919	47.7	48	1948	3.7	1.69993	20.4582	1186.71	68.0996	217.293	12604.4	null	null	null	null	1	1	null	1	1250	1218	68	63	null	null	null	9.6e-56	162	217	12600	null	null	null	63.7	63	1948	6.44	1.32468	31.1941	2035.61	68.2492	179.046	11683.8	null	null	null	null	1	1	null	1	2100	2073	68	63	null	null	null	7.37e-59	248	179	11700	null	null	null	-0.67
1	1	1	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000151	null	0.712353	0.712353	1	null	null	null	-0.149	0.0503	0.0031	0.712454	47.8	48	1970	3.71	1.69993	10.6553	696.9	68.0996	113.466	7421.13	null	null	null	null	1	1	null	1	765	741.5	68	60	1	null	null	8.5e-57	82.5	113	7420	null	null	null	64.1	64	1970	6.51	1.32468	13.3541	920.118	68.2492	76.4513	5267.61	null	null	null	null	1	1	null	1	988	993.5	68	60	null	null	null	4.28e-58	103	76.5	5270	null	null	null	-2.96
1	1	1	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000201	null	0.257424	0.257424	1	null	null	null	-0.178	0.0512	0.000511	0.256851	47.9	48	1989	3.84	1.69993	1.7325	47.2069	68.0996	18.4326	502.247	null	null	null	null	1	1	null	1	115	115	68	62	null	null	null	1.76e-36	13.5	18.4	502	null	null	null	64.3	64	1989	6.42	1.32468	2.26327	58.2024	68.2492	12.9686	333.502	null	null	null	null	1	1	null	1	126	126.5	68	62	null	null	null	1.19e-34	17.8	13	334	null	null	null	-3.47
1	1	1	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000251	null	-0.121913	-0.121913	1	null	null	null	0.0341	0.0509	0.503	-0.132668	47.8	48	1966	3.74	1.69993	0.978836	17.5671	68.0996	10.138	181.946	null	null	null	null	1	1	null	1	85.7	85	68	57	3	null	null	4.57e-26	7.22	10.1	182	null	null	null	64.3	64	1966	6.41	1.32468	1.69315	33.435	68.2492	9.966	196.801	null	null	null	null	1	1	null	1	102	103	68	57	null	null	null	3.6e-27	12.7	9.97	197	null	null	null	0.67
1	1	1	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000301	null	0.244767	0.244767	1	null	null	null	0.0248	0.0492	0.615	0.244738	47.7	48	1959	3.75	1.69993	2.1553	155.064	68.0996	22.9016	1647.66	null	null	null	null	1	1	null	1	223	223	68	61	1	null	null	8.88e-61	16.8	22.9	1650	null	null	null	64.4	64	1959	6.44	1.32468	4.14738	304.03	68.2492	23.795	1744.33	null	null	null	null	1	1	null	1	372	375	68	61	1	null	null	1.47e-60	32.4	23.8	1740	null	null	null	0.503
1	1	1	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000351	null	0.104799	0.104799	1	null	null	null	-0.157	0.0508	0.00199	0.102268	47.6	47	1973	3.79	1.69993	1.18562	49.1463	68.0996	12.626	523.374	null	null	null	null	1	1	null	1	117	116	68	61	1	null	null	8.02e-48	9.12	12.6	523	null	null	null	64.1	64	1973	6.73	1.32468	2.32293	63.7017	68.2492	13.2979	364.669	null	null	null	null	1	1	null	1	132	134	68	61	null	null	null	7.46e-36	18.1	13.3	365	null	null	null	-3.09
1	1	1	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000401	-1.36e-05	0.0984243	0.0984243	null	null	null	null	-0.16	0.163	0.327	0.0874463	47.4	47	1989	3.84	1.69993	0.710415	2.31112	68.0996	9.08527	29.5561	null	null	null	null	1	1	null	null	70.4	70	68	56	1	null	null	0.00181046	5.09	9.09	29.6	null	null	null	63.9	64	1989	6.74	1.32468	1.06987	4.28655	68.2492	5.10004	20.4339	null	null	null	null	1	1	null	1	72.5	72	68	56	null	null	null	0.000179066	7.92	5.1	20.4	null	null	null	-0.981
1	1	1	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000451	null	0.118042	0.118042	1	null	null	null	-0.036	0.0493	0.465	0.116504	47.3	47	2002	3.79	1.69993	1.27164	65.1073	68.0996	13.6815	700.488	null	null	null	null	1	1	null	1	133	132	68	58	1	null	null	2.88e-51	9.56	13.7	700	null	null	null	64	64	2002	6.71	1.32468	2.87758	113.785	68.2492	16.3052	644.74	null	null	null	null	1	1	null	1	182	178.5	68	58	3	null	null	2.58e-43	21.9	16.3	645	null	null	null	-0.73
